sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4
test.sa-sb.sa::00705,Jim has a very important math test next week. He is really worried about passing with a good grade. Jim decided to ask his teacher for ideas on great study tips. His teacher gave him some really great studying advice.,1.0,content_diversity,Jim passed the test with flying colors.,"Despite how hard he worked, Jim flunked the test.","During the day of the test, Jim was so nervous he stayed home.",Jim tripped and fell injuring himself preventing him from taking his math test.,The teacher ended up delaying the test until a week after.
test.sa-sb.sa::00705,Jim has a very important math test next week. He is really worried about passing with a good grade. Jim decided to ask his teacher for ideas on great study tips. His teacher gave him some really great studying advice.,0.0,content_diversity,Confidence flowed through Jim as he realized he easily solved all the questions.,The teacher handed back Jim's test which got full marks.,Jim got a hundred on the test.,Jim ended up doing well and passing the math test.,He came home happy he passed the test.
test.sa-sb.sa::00706,"My textbook went missing. I tried to look inside the laundry room. Dust was flying everywhere, especially on the desk. I managed to find the book inside a bin.",1.0,content_diversity,Someone had hidden it there after damaging it.,I was very happy to have my textbook and sat down to study.,I felt mystified as to why the book was in a bin but was relieved I had found it.,I opened the book and got down to catching up on my studies.,Later in the day my roommate admitted they had been tidying and put my book there.
test.sa-sb.sa::00706,"My textbook went missing. I tried to look inside the laundry room. Dust was flying everywhere, especially on the desk. I managed to find the book inside a bin.",0.0,content_diversity,I was very angry that my roommate had stressed me out like that and we had a falling out.,My roommate apologized by taking me for pizza that evening.,He told me if I didn't leave my things lying around he would not have felt the need to organize.,I put a sticky note on the book as a reminder to not move my book again.,I studied all night and still managed to get an A on my test.
test.sa-sb.sa::00707,"Shantel and Kyle have been married or 5 years. On their 5th year of marriage they had a baby. On their 6th year of marriage they had 2 more babies,a set of twins. On their 7th year of marriage they had 1 more baby.",1.0,content_diversity,Shantel decided to get a hysterectomy so she wouldn't have any more kids.,Kyle talked to Shantel about him getting a vasectomy instead of relying on products.,Shantel and Kyle decided they wanted to have a bigger family than what they already have.,Shantel loved being a mother and decided to have as many kids as she could.,Kyle and Shantel decided their next baby would be adopted.
test.sa-sb.sa::00707,"Shantel and Kyle have been married or 5 years. On their 5th year of marriage they had a baby. On their 6th year of marriage they had 2 more babies,a set of twins. On their 7th year of marriage they had 1 more baby.",0.0,content_diversity,Shantel and Kyle thought they should give an unwanted child a home instead of making babies.,Shantel suggested to Kyle that they think about adoption as a way to help someone else.,"Kyle has a friend who adopted several children and felt they should try to do something, too.",Shantel looked into adoption because she began feeling guilty about having so many kids.,Shantel and Kyle were excited about adopting but wanted a child to look like their own.
test.sa-sb.sa::00708,Tim's grass got too long. He had to cut it or get fined. He decided to rent a riding mower. It took him less time than expected.,1.0,content_diversity,Tim cut the grass more often from there,He was embarrassed that he put it off for too long,He actually found riding it to be fun,He felt silly needing a riding mower for such a small yard,Unfortunately he got a npoise complaint from a neighbor the next day
test.sa-sb.sa::00708,Tim's grass got too long. He had to cut it or get fined. He decided to rent a riding mower. It took him less time than expected.,0.0,content_diversity,He was surprised to actually enjoy it,The riding was pleasant to him,Mowing suddenly went from a chore to something fun,He enjoyed it and felt like a racer,He liked using it and considered buying one in order mow lawns as a side job.
test.sa-sb.sa::00709,I put my dog in training school. He is learning a lot of new tricks. He can now sit and stand. They are very good teachers.,1.0,content_diversity,He can even fetch a beer from the fridge for me.,I wrote a good review online for the trainers.,My dog is now ready for the advanced class.,Both my dog and I made new friends at the school.,Now my dog is so well trained he is going to participate in a dog show.
test.sa-sb.sa::00709,I put my dog in training school. He is learning a lot of new tricks. He can now sit and stand. They are very good teachers.,0.0,content_diversity,We joined together with our new friends to put together a dog trick stage show.,My pup has never been happier.,Now people gasp with delight when they see what my dog can do.,Our new friends agreed that these were the best dog trainers ever.,We all decided to stay in touch and do doggy play dates.
test.sa-sb.sa::00710,Jim wanted to lose weight. He got a gym membership. He was embarrassed to go at first. Eventually he got over it.,1.0,content_diversity,He ended up losing a whole 50 pounds!,Dan now looks amazing and toned.,The gym became so enjoyable that Dan became a fitness instructor.,One day someone at the gym pointed at Dan and called him fat and that ruined it for him.,"After he got the hang of it, Dan found out it was easy to stick to the exercise plan."
test.sa-sb.sa::00710,Jim wanted to lose weight. He got a gym membership. He was embarrassed to go at first. Eventually he got over it.,0.0,content_diversity,Now he helps motivate others to lose weight as he did.,He found it to be a rewarding career with great benefits.,"Ultimately, Dan discovered that working as a fitness instructor didn't pay well so he quit.",It has now been 10 years since Dan lost the weight and he has kept it off.,Dan loved his work so much he opened his own fitness studio.
test.sa-sb.sa::00711,Sam and his family went to the local town fair one Saturday. It was hot and humid but they tried to have fun anyway. Sam went on a few rides and played a few games. Suddenly it became very dark and the humidity broke.,1.0,content_diversity,Sam was really disappointed when they had to leave the fair due to an incoming storm.,It suddenly started to rain and Sam and his family enjoyed the rain as it cooled them off tremendously.,All of a sudden lightning reigned down upon them scaring Sam who started to cry.,Sam's family insisted they leave the fair and Sam began to throw a tantrum.,Sam and his family all decided to leave bacause they were already worn out from the heat.
test.sa-sb.sa::00711,Sam and his family went to the local town fair one Saturday. It was hot and humid but they tried to have fun anyway. Sam went on a few rides and played a few games. Suddenly it became very dark and the humidity broke.,0.0,content_diversity,Sam sat down and refused to move when his family told him they had to leave.,Sam cried and begged his family to stay insisting the storm would be over soon.,Sam's family started to fight with each other over whether or not to leave.  Sam began to cry uncontrollably.,Sam pointed out that most everyone else was staying and insisted that they do the same.,Sam was so upset at leaving that he cried all the way home.
test.sa-sb.sa::00712,Tammy was at the park. She was watching her kids play. Tammy decided it was time to leave. She called her kids to the car.,1.0,content_diversity,The kids ran away from Tammy.,The kids all came to the car happily.,Tammy waved the kids back decided to stay longer.,Tammy suddenly fell to the ground.,Tammy was shot as the kids ran toward her.
test.sa-sb.sa::00712,Tammy was at the park. She was watching her kids play. Tammy decided it was time to leave. She called her kids to the car.,0.0,content_diversity,The kids wanted to play longer and ran further away.,A friend of the kids talked the kids into running in the opposite direction.,Tammy looked horrible and scared the kids away.,Lightening struck Tammy and the kids ran away.,Tammy threatened the kids and they ran away.
test.sa-sb.sa::00713,While at work David gets visited by officers. They come to arrest him. David is very confused. The police show him a picture of his twin who is wanted for murder.,1.0,content_diversity,David goes into a state of shock.,The police do not believe David at first when he says he has a twin.,"""We've heard that one before!"" exclaimed the police.",He calls his brother on the phone to ask what is going on.,"That very moment, David's brother walks into the office where they work together."
test.sa-sb.sa::00713,While at work David gets visited by officers. They come to arrest him. David is very confused. The police show him a picture of his twin who is wanted for murder.,0.0,content_diversity,The police do a double take.,David gets an apology from the police for the mistaken identity.,David's brother is hand-cuffed on the spot.,Both David and his brother get taken down to the station.,David's brother's hands are covered with blood.
test.sa-sb.sa::00714,Sam was at work. He had to lift a heavy box by himself. Sam pulled a muscle trying to do so. He had to get physical therapy to get better.,1.0,content_diversity,"After physical therapy, he was more fit than ever",Physical therapy was very expensive,"After the therapy, he promised he would be more careful lifting heavy objects",He decided to start going to the gym so he can avoid this kind of injuries,"After few months, he felt better that ever"
test.sa-sb.sa::00714,Sam was at work. He had to lift a heavy box by himself. Sam pulled a muscle trying to do so. He had to get physical therapy to get better.,0.0,content_diversity,He decided to join the gym to avoid further injuries,He started working out to strengthen his muscles,He decided to start working out to prevent injuries,He is now working with weights to prevent muscle injuries,"After that injury, he is dedicated to strengthen his muscles through the workout"
test.sa-sb.sa::00715,The cat smelled a shoe. It smelled like another cat. The cat urinated on the shoe. The owner put the shoe on later.,1.0,content_diversity,The owner noticed a wet squishy feel on his feet and calmly considered what caused it.,He was shocked to feel the wetness as it soaked through his socks.,There was an initial sense of confusion followed by the realization that the cat peed in the shoe.,A curse word escaped from the owner's mouth as it dawned on him what happened.,The moment the shoe was on the owner quickly yanked it back off again.
test.sa-sb.sa::00715,The cat smelled a shoe. It smelled like another cat. The cat urinated on the shoe. The owner put the shoe on later.,0.0,content_diversity,"""That damned cat!"" the owner exclaimed.",Following this incident the cat was put up for adoption.,He forgave the cat at the end of the day because he loved the cat.,From that day forward the owner always put his shoes up on a shelf when not wearing them.,The cat was punished by staying outside all night long.
test.sa-sb.sa::00716,Sam went on a date. He was nervous and ate too much at dinner. After a short while he started feeling sick. Sam had to cut the date short and go home.,1.0,content_diversity,His date felt like it is all her fault,He had to call her date and apologise,He spent all evening throwing up,His date didn't want to hear from him after that incident,He decided never to eat before date
test.sa-sb.sa::00716,Sam went on a date. He was nervous and ate too much at dinner. After a short while he started feeling sick. Sam had to cut the date short and go home.,0.0,content_diversity,He had to call her and apologise,Next day he called her and explained what had happened,He asked his date for forgivness,He was so embarrassed while explaining the reason for leaving,Next day he grabbed a phone and called to say sorry
test.sa-sb.sa::00717,Heather was out with her husband at a fast food joint. They order their food and go to sit down. When the food arrived Heather noticed something moving. She checked her fries and found a cockroach.,1.0,content_diversity,Heather screamed.,Heather ran away from the table.,Heather's husband squished the cockroach.,Heather demanded to speak to the manager.,Heather took a photo of the cockroach in the fries.
test.sa-sb.sa::00717,Heather was out with her husband at a fast food joint. They order their food and go to sit down. When the food arrived Heather noticed something moving. She checked her fries and found a cockroach.,0.0,content_diversity,Heather got away from the table.,Heather left the table.,Heather leapt away from the table.,Heather jumped away from the table.,Heather darted away from the table.
test.sa-sb.sa::00718,John woke up on the beach not remembering who he was. John looked at his belongings. John found a car key. John used the car key to find out the car.,1.0,content_diversity,He tried it until he found the right car.,He went to the hospital to get himself checked out.,He went to the local police station to help with identification.,He drove to the local grocery store and went in.,He drove around aimlessly.
test.sa-sb.sa::00718,John woke up on the beach not remembering who he was. John looked at his belongings. John found a car key. John used the car key to find out the car.,0.0,content_diversity,He went to the hospital to make sure he was ok.,He decided to visit the hospital to see if he had any injuries.,He had himself admitted to the hospital to help him get better.,He checked himself into the hospital to get checked out.,"Fearing for his health,he went to the hospital to get himself checked out."
test.sa-sb.sa::00719,Sam went to his car from the store. He looked for his keys in his pocket. He couldn't find them. He looked around and then looked in the car.,1.0,content_diversity,Sam discovered he locked his keys in the car.,Sam couldn't see the keys in the car.,Sam noticed his keys fell beneath his car.,Sam found them in his other pocket.,Sam went back into the store to see if he lost them there.
test.sa-sb.sa::00719,Sam went to his car from the store. He looked for his keys in his pocket. He couldn't find them. He looked around and then looked in the car.,0.0,content_diversity,Sam saw his keys in the ignition.,Sam saw his keys on the seat in his car.,Sam noticed his keys by the pedals in his car.,Sam discovered his keys were locked in the car.,Sam's keys were locked in the car.
test.sa-sb.sa::00720,Cayla is a beautiful girl even though she has a scar on her face. When she was a little girl she was running while wearing slippers. It was during the night and she didn't see the big rock on the ground. Her toe hit the rock and her face went slamming into the ground.,1.0,content_diversity,People tell Cayla that the scar gives her character.,The injury to her face required stitches.,She was not hurt badly but ended up with a cut big enough to leave a scar.,The scar has a unique star shape and some call it beautiful.,Cayla loves her scar and tells everyone the story behind it.
test.sa-sb.sa::00720,Cayla is a beautiful girl even though she has a scar on her face. When she was a little girl she was running while wearing slippers. It was during the night and she didn't see the big rock on the ground. Her toe hit the rock and her face went slamming into the ground.,0.0,content_diversity,Cayla still feels self conscious about the scar.,This reassures Cayla and makes her proud of her scar.,She typically disagrees and responds that she thinks it is ugly.,This give Cayla a sense of uniqueness.,They always want to know what happened to her.
test.sa-sb.sa::00721,Randy tells his kids if they massage him all night he will reward them. He tells them he will give them 100 dollars each for doing it. The kids massage their father all night. When the morning comes the kids are excited to be done.,1.0,content_diversity,Randy tricked them and didn't give them the money,"When he woke up, he felt more fresh than ever",He was so thankful that he decided to buy the whatever they want,Kids got 100 dollars each and bought new toys,Mom found out about the deal and decided to take kids' money away
test.sa-sb.sa::00721,Randy tells his kids if they massage him all night he will reward them. He tells them he will give them 100 dollars each for doing it. The kids massage their father all night. When the morning comes the kids are excited to be done.,0.0,content_diversity,Every kid bought 100 dollars worth of toys,All kids were happy with their money spent on toys,Each of them decided to buy toys,"With 100 dollars, all kids bought new toys",Receiving their reward made them happy because now they can buy toys
test.sa-sb.sa::00722,"It didn't snow often in Alabama, so Ellen didn't expect a blizzard. Her pipes froze over until one of them burst. Because of the blizzard, no one could get out to fix it. Water flooded her basement.",1.0,content_diversity,Ellen called in a clean up company.,Ellen put fans in her basement.,Ellen tore out the carpet in her basement.,Ellen called her insurance company.,Ellen tried to salvage items in the basement.
test.sa-sb.sa::00722,"It didn't snow often in Alabama, so Ellen didn't expect a blizzard. Her pipes froze over until one of them burst. Because of the blizzard, no one could get out to fix it. Water flooded her basement.",0.0,content_diversity,Ellen tried to save the things in her basement.,Ellen attempted to rescue the items in her basement.,Ellen attempted to keep items in her basement from being damaged.,Ellen tried to prevent damage to the items in her basement.,Ellen attempted to save her items from being damaged in the basement.
test.sa-sb.sa::00723,I lost my job last winter. I was able to float on savings for a while. I was not able to find work for almost a year. I was forced to move out of my apartment.,1.0,content_diversity,Luckily my parents allowed me to live in their basement.,My luck finally turned when i won the lottery.,I had to live in a homeless shelter.,Thankfully i found another job.,I became homeless.
test.sa-sb.sa::00723,I lost my job last winter. I was able to float on savings for a while. I was not able to find work for almost a year. I was forced to move out of my apartment.,0.0,content_diversity,My parents let me stay with them.,Mt mom and dad gave me a room to live in.,My mother said i can always move in with them.,i felt good since my parents let me live in their house.,I knew i could count on my parents to help me with lodging.
test.sa-sb.sa::00724,"Dan turned 21 and his friends took him out to a bar. There, he had his first beer - and his first shot. But he knew it'd be easy to get a hangover. Dan was careful not to overdo it on his night out.",1.0,content_diversity,After few shots he forgot about tomorrow and continued drinking,Tomorrow he woke up like he hadn't been drinking the night before,Next day he had the worst hangover ever,He missed his lectures next day,He had too much alcohol and spent the night throwing up
test.sa-sb.sa::00724,"Dan turned 21 and his friends took him out to a bar. There, he had his first beer - and his first shot. But he knew it'd be easy to get a hangover. Dan was careful not to overdo it on his night out.",0.0,content_diversity,"Next day, he was too hungover to attend his classes","Day after, he missed all of his lectures","Next day, because of hangover, he missed classes","When he woke up, he couldn't go to the lectures because of hangover",He had a headache next day and missed all of his lectures
test.sa-sb.sa::00725,I was at my cousin's house. And I wanted to walk to the mall. I thought I was familiar enough with the area. But I was lost for over an hour.,1.0,content_diversity,The police eventually picked me up,I hugged a tree but this was urban so it didn't help,I ended up sleeping on a bench,"My cousin found me cold, wet, and crying",I found his house eventually
test.sa-sb.sa::00725,I was at my cousin's house. And I wanted to walk to the mall. I thought I was familiar enough with the area. But I was lost for over an hour.,0.0,content_diversity,Some cop found me wandering,A officer noticed me looking lost,A cop noticed me crying and took me back,My cousin called te police who found me,Some dumb cop caught me jaywalking and took me back
test.sa-sb.sa::00726,Chris is a star runner. Chris has a big race this sunday. He invited all his friends and family to the race. While at the race Chris runs as hard as he can.,1.0,content_diversity,Chris really wanted to show off in front of everyone but he ended up falling down instead.,"Unfortunately, Chris got disqualified from another event after jumping the gun several times.",Chris ended up winning the race and dedicating his win to his mother.,Chris had his best race ever even breaking a state record.,Chris was nervous about his friends and family being there but persevered and won.
test.sa-sb.sa::00726,Chris is a star runner. Chris has a big race this sunday. He invited all his friends and family to the race. While at the race Chris runs as hard as he can.,0.0,content_diversity,Chris was more interested in getting noticed and it showed because he couldn't finish the race.,Chris was mortified when he fell because he felt sure he could shine on the field for his loved ones.,This wasn't the first time Chris tripped as he was more interested in attention than winning.,Chris tried to blame his footwear for tripping but it was really because he was put himself on display.,"When Chris fell down, he lost the race and was sorry he was trying to be noticed by everyone."
test.sa-sb.sa::00727,Mary had an online jewelry store that sold many different things. She wanted to make something new and exciting. After a lot of brainstorming she came up with a great idea. Her idea was to paint glass stones with nail polish and make pendants.,1.0,content_diversity,She asked her friends to help her paint the stones.,She bought many different colored polishes.,She searched the beach for different types of stones.,She made many different designs on the stones.,The stones were a success and the store sold out.
test.sa-sb.sa::00727,Mary had an online jewelry store that sold many different things. She wanted to make something new and exciting. After a lot of brainstorming she came up with a great idea. Her idea was to paint glass stones with nail polish and make pendants.,0.0,content_diversity,She made stars on the stones.,She drew hearts on the stones.,She painted animals on the stones.,The stones were covered with many unique designs.,She encrusted symbols on the stones.
test.sa-sb.sa::00728,Tom was in the war. He got injured and received a purple heart. When he returned home it was meaningless. Nobody really cared other than to feel sorry for him.,1.0,content_diversity,Tom lived alone and never had visitors.,People only paid attention to Tom for the first week he returned.,Tom moved to a different state to start a new life.,Tom's wife divorced him and took the kids.,Tom was confined to a wheelchair.
test.sa-sb.sa::00728,Tom was in the war. He got injured and received a purple heart. When he returned home it was meaningless. Nobody really cared other than to feel sorry for him.,0.0,content_diversity,Tom started a new life in a new state.,Tom got a fresh start at a life after the war.,Tom met a woman and started a family in a different state.,Tom felt better about himself after moving.,Tom got a job offer in a new state.
test.sa-sb.sa::00729,"Max was working on a speech for the upcoming school elections. He was running for school Treasurer, but was very nervous about it. He practiced his speech everyday. When election day came, Max gave the speech perfectly.",1.0,content_diversity,he got elected,he did not get elected,people cheer,people gave him a loud applause,he was happy he practiced
test.sa-sb.sa::00729,"Max was working on a speech for the upcoming school elections. He was running for school Treasurer, but was very nervous about it. He practiced his speech everyday. When election day came, Max gave the speech perfectly.",0.0,content_diversity,he is elected,he is chosen in the election,he got the treasurer position,he was elected,people chose him for the position
test.sa-sb.sa::00730,Frank Ocean's album is to be released Friday. I don't believe it. He was supposed to release his album two years ago. He hasn't made music in that time period.,1.0,content_diversity,he was busy with something else,his family has an accident,he was lazy,he was serving time in prison,he was in a war
test.sa-sb.sa::00730,Frank Ocean's album is to be released Friday. I don't believe it. He was supposed to release his album two years ago. He hasn't made music in that time period.,0.0,content_diversity,he was preoccupied with his family's incident,his family experience an accident,frank's family has an accident during that time,he has to help take care of his family due to an accident,he was preoccupied with an incident that his family have
test.sa-sb.sa::00731,I had my special cup on my desk. I accidentally bumped it. It fell and rolled over the edge. It hit the husky and bounced off.,1.0,content_diversity,"Unfortunately, it shattered in to thousands of pieces",There was a hot coffee in a cup and it burnt the husky,Cup bounced off straight in to TV and broke it,Cup landed softly on the carpet and nothing happened,Coffee spilled all over the carpet and now there is a huge stain
test.sa-sb.sa::00731,I had my special cup on my desk. I accidentally bumped it. It fell and rolled over the edge. It hit the husky and bounced off.,0.0,content_diversity,Cup landed softly on the rug,"When cup bounced off, it landed on the carpet","Fortunately, the cup landed softly and didn't shatter",Cup fell on the carpet but nothing happened,Carpet was soft so when cup fell down it didn't shatter
test.sa-sb.sa::00732,The other day I made some spaghetti sauce. I put peppers and onions in it. My sister couldn't eat the sauce because she doesn't like peppers. I bought her some sauce that didn't have peppers in it.,1.0,content_diversity,When my sister makes sauce she doesn't put peppers in it but I eat it anyway.,My sister likes to complain about every food she eats.,I even used my own money to pay for her spaghetti sauce without peppers.,"My sister expects everyone to not use the ingredients she doesn't like, when cooking.","My sister is very unreasonable when it comes to food, she hates nearly everything."
test.sa-sb.sa::00732,The other day I made some spaghetti sauce. I put peppers and onions in it. My sister couldn't eat the sauce because she doesn't like peppers. I bought her some sauce that didn't have peppers in it.,0.0,content_diversity,I like to try different recipes but my sister has a fit because she doesn't like something in it.,"My sister hates so many things, it's nearly impossible to cook something she would like.",I hate making dinner because my sister causes so much trouble with her food hate list.,I stopped cooking dinner because my sister makes it unbearable because she dislikes a lot of ingredients.,"When I cook, I only cook for myself because my sister screams that she won't eat some ingredient."
test.sa-sb.sa::00733,Sam was really tired after work. He decided to take a shower. It felt good and comforting. Sam lost track of time.,1.0,content_diversity,he spend a long time in the shower.,he missed dinner time.,he felt asleep.,he was late to the movie.,he was late to the date with his girlfriend.
test.sa-sb.sa::00733,Sam was really tired after work. He decided to take a shower. It felt good and comforting. Sam lost track of time.,0.0,content_diversity,he was late to dinner,he arrived late at the dinner table,he join his family dinner late,he went to his family dinner late,he ate dinner late
test.sa-sb.sa::00734,Dan took his car to the drag strip. He decided to race anybody who wanted. Only a motorcycle accepted his challenge. They lined up and went off.,1.0,content_diversity,dan won the rate,dan lost the race,dan got into an accident,dan was injured in an accident,the two riders hit each other and one die.
test.sa-sb.sa::00734,Dan took his car to the drag strip. He decided to race anybody who wanted. Only a motorcycle accepted his challenge. They lined up and went off.,0.0,content_diversity,dan did not win,dan didn't win the race,dan was slower in the race,dan crossed the finished line second,dan was not the winner in this race
test.sa-sb.sa::00735,"Today I took my motor scooter to the gas station to fill it with gas. Once it was filled, I tried to start it. It would not start. The man at the station gave me some oil to put in it.",1.0,content_diversity,"After putting that oil in, scooter started working again",The oil was bad and I had to call someone to fix it,I drove off to have dinner with my family,"After leaving the station, I got a flat tire",I thanked the man and paid him for helping me
test.sa-sb.sa::00735,"Today I took my motor scooter to the gas station to fill it with gas. Once it was filled, I tried to start it. It would not start. The man at the station gave me some oil to put in it.",0.0,content_diversity,After leaving the station I went to have dinner,"When my scooter was working again, I drove off to meet my family","After fixing issues, I met my family in the restaurant","When I fixed issues, I could finally meet my family for dinner",After leaving the station I was so hungry so I decided to have dinner
test.sa-sb.sa::00736,Sarah was going to visit her friends in another state. She packed all her things for the trip in the car and set off. She drove for 12 hours before she arrived at her destination. Sarah was thrilled to see her friends again.,1.0,content_diversity,They all had a wonderful time hanging out.,The friends vowed to make their meetups an annual thing.,Sarah was astonished to discover that one of her friend's was pregnant.,Everyone talked about the ways that they had changed since high school.,That evening they all went out to eat at a fancy restaurant.
test.sa-sb.sa::00736,Sarah was going to visit her friends in another state. She packed all her things for the trip in the car and set off. She drove for 12 hours before she arrived at her destination. Sarah was thrilled to see her friends again.,0.0,content_diversity,They set a date to have another reunion the same time next year.,The friends reminisced about their high school memories and had a great time.,Together they made a list of more people to invite to the next get together.,"Next time, they decided, they would all meet in Sarah's home state.",Sarah was sad that she lived so far from her friends and moved to be closer to them.
test.sa-sb.sa::00737,John did not do his homework in many of his classes. He failed his classes in the following report card. His parents punished him. He went to therapy.,1.0,content_diversity,"After going through the therapy, his grades improved substantially","At the end of therapy, he felt like he made no progress at all",He ran away in the middle of the therapy session,"After therapy, he decided he needs to change his approach to coursework",He had a breakdown during the therapy
test.sa-sb.sa::00737,John did not do his homework in many of his classes. He failed his classes in the following report card. His parents punished him. He went to therapy.,0.0,content_diversity,Finishing therapy made him realise he has to change his attitude,"When he finished, he decided to start doing homework","After the therapy, he started learning and studying more",He had to change his behaviour and start learning more,"After the therapy, his attitude changed and he started doing his homework"
test.sa-sb.sa::00738,James wanted to go swimming. He made plans with friends. Unfortunately it started to rain. Most of his friends cancelled.,1.0,content_diversity,James didn't care about the rain and went swimming anyway.,James got mad at his friends for canceling and stayed home and played games.,James was really angry about the rain and told his friends he was mad at them too.,One of James' friends didn't cancel and they went swimming together.,James decided to go swimming anyway and found that the pool was closed.
test.sa-sb.sa::00738,James wanted to go swimming. He made plans with friends. Unfortunately it started to rain. Most of his friends cancelled.,0.0,content_diversity,"The nearby pool was closed because of the rain so Jimmy couldn't go swimming, anyway.",Jimmy was mad at the world after the pool closed and he made the trip there for nothing.,Jimmy decided to walk to the pool but then saw a notice that the pool was closed.,"Jimmy still wanted to swim but since the pools were closed, he had to stay home.",Jimmy wanted to swim at the pool still but found out it was not open because of the weather.
test.sa-sb.sa::00739,Sam went out drinking. He tried to drive home. He couldn't find his keys. He had to call a taxi.,1.0,content_diversity,Sam didn't care about being responsible but the bar did and took his keys.,Sam was furious that his keys were missing but went home anyway.,Sam couldn't find anyone to give him a ride so he had to call for a ride.,Sam's friends at the bar took his keys making Sam angry at everyone.,Sam was so drunk he shouldn't have been driving anyway.
test.sa-sb.sa::00739,Sam went out drinking. He tried to drive home. He couldn't find his keys. He had to call a taxi.,0.0,content_diversity,The bar was making sure he didn't get behind the wheel by hiding his keys.,The bar wanted to help Sam and themselves by making sure he didn't drink and drive.,The bar stopped Sam from driving so this made Sam take responsibility.,Sam looked for his keys for a long time then blamed the bar for his keys being missing.,"The bar shouldn't have served the Sam so much booze but, at least, they didn't let him drive."
test.sa-sb.sa::00740,Vintra went to the lake to fish. She has been going there since she was a little girl. She had her own secret spot. She arrived to see her girlfriend there.,1.0,content_diversity,Vintra was angry that her girlfriend intruded on her secret spot.,Vintra asked her girlfriend how she knew about her spot since she hadn't mentioned it before.,Vintra told her girlfriend to leave because this was her alone time spot.,Vintra was delighted to see her girlfriend there because she was feeling lonely.,Vintra decided to go back home because she didn't want to talk to her girlfriend.
test.sa-sb.sa::00740,Vintra went to the lake to fish. She has been going there since she was a little girl. She had her own secret spot. She arrived to see her girlfriend there.,0.0,content_diversity,Vintra has never told anyone about her spot so she wanted to know how her girlfriend knew about it.,Vintra demanded answers after seeing her girlfriend at her very secret spot.,Vintra wanted to know why her girlfriend was at her spot because she never told her about it.,The girlfriend was grilled about being there because Vintra only mentions her place in her journal.,Vintra asked if her girlfriend read her diary to discover the spot that she had never talked about before.
test.sa-sb.sa::00741,Harry found out his child was bullied. His child asked him to beat the bully up. Harry could not do that but he said he would do something else. He said he would go to the principal and ask them to suspend the boy.,1.0,content_diversity,The principal took action immediately and the boy was suspended.,Despite his complaint nothing was done about the bullying situation.,The receptionist said they principal was too busy so Harry talked to a teacher instead.,The bullying continued anyway so Harry taught his son to fight.,After being laughed at Harry decided to put his son in a private school.
test.sa-sb.sa::00741,Harry found out his child was bullied. His child asked him to beat the bully up. Harry could not do that but he said he would do something else. He said he would go to the principal and ask them to suspend the boy.,0.0,content_diversity,When his son was still bullied Harry taught him to fight back.,After the bullying continued he put his son in martial arts.,Harry told his son if it happened again to knee the bully in the balls.,The next time his son was bullied Harry had him watch a video about self defense.,Nothing was done about the bullying so Harry told his son he would have to learn to scrap.
test.sa-sb.sa::00742,Edgar was typing the last half his novel. He had been working on it on and off for a few years. Writing a novel was bigger challenge than he had thought. Edgar was happy with how it was wrapping up.,1.0,content_diversity,"Edgar was thrilled to finally reach his goal, it is a huge accomplishment for him.",Edgar couldn't wait to send it to a publisher to see what happens.,"Edgar would finally let his wife read what he'd been writing, now that it was done.",Edgar's brain was already buzzing with ideas for another book.,Edgar decided he wasn't going to try to get it published because it was so personal to him.
test.sa-sb.sa::00742,Edgar was typing the last half his novel. He had been working on it on and off for a few years. Writing a novel was bigger challenge than he had thought. Edgar was happy with how it was wrapping up.,0.0,content_diversity,Edgar has been trying to come up with plots for a different genre.,Edgar has tried not to think about another book but he's already got a few chapters in his head.,Edgar has been researching some things about his second book and is excited to get started.,Edgar wants to try something totally different next time and is writing things down about it.,Edgar has plenty of plans for his sophomore attempt but is anxious about the first one.
test.sa-sb.sa::00743,Donald is on a bus ride with his baseball team. They are on their way to a game an hour away. About 30 minutes into the ride the bus stops. The bus begins smoking and everyone is ordered out.,1.0,content_diversity,The bus caught on fire.,The driver checked the bus and told everyone that there is no problem.,As soon as everyone got out the bus exploded.,The driver had to add some cooling fluid.,They had to wait for hours until a new bus came to pick them up
test.sa-sb.sa::00743,Donald is on a bus ride with his baseball team. They are on their way to a game an hour away. About 30 minutes into the ride the bus stops. The bus begins smoking and everyone is ordered out.,0.0,content_diversity,Suddenly there were huge flames coming out of the engine.,A giant fire erupted in the front of the bus.,The bus quickly turned into a huge bonfire.,Donald watched as the bus started burning.,The fire spread and consumed the whole bus.
test.sa-sb.sa::00744,Tim always loved reading and writing. He decided to try and write a book. It took him a long time. Not many people read it.,1.0,content_diversity,Tim still found the experience to be worth it,But it became a cult favorite,He wrote a second book which was wildly successful,The few you did laughed at it,It later became popular years after he died when a historical event similat to the plot happened
test.sa-sb.sa::00744,Tim always loved reading and writing. He decided to try and write a book. It took him a long time. Not many people read it.,0.0,content_diversity,It was a cult classic,The few you read it were big fans,Tim develop a small loyal fan base,The book was considered an acquired taste but some liked it,"It had a polarizing reaction, people either loved or hated it"
test.sa-sb.sa::00745,Brett got new shoes today. His old ones had a hole in them. He really does not like his new shoes. Brett wanted his old shoes back.,1.0,content_diversity,he got his old shoes back,he exchange the new pair for a new pair of his old shoes,he threw the new shoes away,he decided to try the new shoe anyway,he keeps the new shoes
