sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_abs_hds_mean,metric_abs_hds_std
test.sa-sb.sa-b::00437,"Gary had practiced mixed martial arts his whole life. He finally got the chance to fight for a championship. His opponent was tough, but beatable. Gary trained and studied his opponent.",1.0,content_diversity,He ended up beating his opponent.,It ended up losing anyway.,His skills showed in the ring.,He never prepared so well before.,He ended up defeating him.,3.556,0.497
test.sa-sb.sa-b::00447,I hate too much noise around me. The kids get up and start running around. The one with autism stims very loudly. I put earplugs in so I don't have to hear it.,0.0,content_diversity,I wish it was all all over sometimes.,Some days I feel like killing myself.,Some times it gets so bad I feel like ending it all.,I could end my life because of it somedays.,On some days I actually think about suicide.,2.188,1.059
test.sa-sb.sa-b::00448,Jane had broken her first pair of glasses. And now she had to tell her mother. She was sure to be upset. After telling her mom Jane braced herself for the yelling.,1.0,content_diversity,"To her surprise, her mom didn't get mad.",She got mad just as she thought.,her level of madness was lower then expected.,She really wished she didn't have to tell her.,"The moment she started yelling, she regretted telling her.",3.611,0.393
test.sa-sb.sa-b::00577,Sally is in a relationship with her dream guy. She feels so lucky to be with such a handsome guy. One night while on a date he sits down and talks to her. He tells her that he just isn't feeling a connection with her.,0.0,content_diversity,Sally is heartbroken and leaves the restaurant.,"As she is running out of the restaurant, Sally is sobbing hysterically.",Sally is hysterical as her dream guy stands up to leave.,The waitress consoles Sally as the guy leaves her in the restaurant.,Sally is so upset she crashes her car after leaving the restaurant.,3.083,0.837
test.sa-sb.sa-b::00579,"Pip built a treehouse with his dad. Tonight, they're going to have a super secret sleep over there. Pip made plans for the whole night and his dad bought snacks. Pip's mom promised she'd let them have a boys' night.",0.0,content_diversity,the tree house had its first night,the new tree house was used for the first time,"that night, the new tree house was utilized",that was the first time the tree house was used after built,that was the newly built treehouse's first time being put into use,1.833,0.816
test.sa-sb.sa-b::00582,Viri went to the gym. She headed straight for the squat press. Viri has been working out hard the past few months. She's ready to add some more weight to the bar.,1.0,content_diversity,She added more weight and found she could easily lift it.,This was too heavy for her so she had to take them off.,It was too much and Viri put her back out.,She found it too easy so added even more.,the weights fell off the bar an crashed to the floor.,4.167,0.577
test.sa-sb.sa-b::00597,My neighbor took an Uber on an errand. She took her two year old to the doctor. Her four year old saw her get into the Uber car. He started crying.,0.0,content_diversity,He cried continuously until they returned.,He wailed non stop until the came home.,He cried the entire time they were away.,His crying did not stop until they came home.,His crying did not cease until he saw them again.,2.111,0.875
test.sa-sb.sa-b::00612,"Kate was at a gas station on the highway. She went in to get Advil. But they also had earbuds which she needed terribly. They were both low quality, and expensive.",1.0,content_diversity,She thought what the heck and bought them anyway.,Kate refused to pay so much for them and so did not buy them.,Kate had a huge argument with the guy behind the counter after trying to get him to lower the prices.,When the guy behind the counter was not looking Kate slipped them both in her hand bag.,Kate decied to wait until the next station and see what they had there.,4.611,0.393
test.sa-sb.sa-b::00621,John was invited to a barbecue. He was asked to bring extras. He got chips and dip. He was welcomed warmly at the barbecue.,0.0,content_diversity,everyone loves chips and dips,no one can resist chips and dips,chips is a favorite at the party,"people like chip and dips, it is the way it is",chips are easy pick at party,2.278,0.786
test.sa-sb.sa-b::00623,Larry wanted to go out with friends. They wanted to go to a bar. Larry had a bit of a drinking problem but went anyway. He got too drunk and made a fool of himself.,0.0,content_diversity,he was too drunk to drive home,he could not drink and drive,he was not able to drive his vehicle home,he was in no position to operate his car,he did not drive his car home,1.944,0.550
test.sa-sb.sa-b::00640,Fred had always wanted to visit Spain. He saves his money for a big trip. Finally it is time for him to visit. He eats great food and meets interesting people.,1.0,content_diversity,it was a great trip,it was worth it,he decides to stay there longer,he moves there after,then he was off to italy,3.889,0.567
test.sa-sb.sa-b::00643,My car was running rough the other day. I looked it over but couldn't figure out the problem. I ended up taking it to the local mechanic. He was able to identify the problem quickly.,1.0,content_diversity,He told me how much it was going to cost and then fixed it.,He said the car was beyond repair.,He then said he could not fix it as he was too busy.,He then said he was in a good mood and would fix it for free.,He said he nbeeded a part that would take four days to arrive.,4.167,0.527
test.sa-sb.sa-b::00646,Lance is working hard on building a new room to his house. He works very hard day and night to get in done quick. One night while working all day he wanted to keep going and finish it. He began working while being tired and hammered his hand accidentally.,0.0,content_diversity,the hand broke,his hand was broken,he has broken his hand himself,the hand bone was fractured,his bone was damaged,1.833,0.408
test.sa-sb.sa-b::00648,Dennis uses tinder to get a date. He finds a pretty girl and asks her out. On his date he takes her out to eat. He has a good time and asks if he can see her again.,1.0,content_diversity,she said yes,she said no,they became boyfriend girlfriend after,two years later they are married,she said she is moving away,4.278,0.342
test.sa-sb.sa-b::00651,Sam's television was stolen. He was shopping for a replacement. He didn't have much money. Sam was looking at used ones when he found his old one.,0.0,content_diversity,he demand his old one back,the old tv was returned to the owner,he retrieve his old tv,he was able to recover his old tv,he reclaim what was his,2.444,0.550
test.sa-sb.sa-b::00656,Sarah lost her husband in the war. It had been years since she seen her husband. One day she gets a letter in the mail. It was a letter from her husband.,0.0,content_diversity,she was glad to get a letter,she was happy receiving the letter,the letter made her warm inside,she was ecstatic to get something from him,she feels overjoyed,2.278,0.671
test.sa-sb.sa-b::00662,"My friends and I bought tickets to a music festival. Before the festival, we went to John's house to have lunch. We grilled chicken and drank beer. After lunch, we went to the music festival.",0.0,content_diversity,it was fantastic,the music festival was enjoyable,it was so pleasurable,I had a great time there,I enjoy myself at the music festival,2.111,0.698
test.sa-sb.sa-b::00669,"Mark was a repairman. He started fixing things when he was very young. His dad taught him everything he knew. Then, he went to a trade school to learn more.",1.0,content_diversity,Mark obtained his certificates,Mark obtained his degrees,Mark became licensed,Mark started his own company,Mark knew that this was his calling,3.111,0.515
test.sa-sb.sa::00572,"Sean and I went on a walk at about 3:00am. We liked to walk in the silence and stillness of night. Eventually, we sat next to the stream to watch it bubble past. When we had been there for a little while, he kissed me.",0.0,content_diversity,Sean raped me,I told him no after the kiss but he didn't stop.,Sean ended up violating me.,Sean forced me to have sex after he kissed me,Sean made me have sex with him,1.700,0.400
test.sa-sb.sa::00579,"Pip built a treehouse with his dad. Tonight, they're going to have a super secret sleep over there. Pip made plans for the whole night and his dad bought snacks. Pip's mom promised she'd let them have a boys' night.",1.0,content_diversity,Sadly it rained and the roof leaked all night.,It was a wonderful night for Pip and his dad.,Pip and his dad had fun gazing at the stars.,Pip's dad told ghosts stories until they both fell asleep.,Pip's dad told him they could have more secret sleepovers in the future.,4.556,0.550
test.sa-sb.sa::00588,"Tim loved the Price is Right. He got tickets to go once. He was actually picked as a contestant. He didn't win, but still had a lot of fun.",0.0,content_diversity,He enjoyed every second,He loved it.,He loved being there.,Every minute he loved.,The whole time was enjoyable.,1.833,0.577
test.sa-sb.sa::00589,Steve got a sweater for his birthday. Steve didn't like the sweater at all. He brought the sweater to a donation center. Steve donated the sweater.,1.0,content_diversity,he was happy he donated it.,he thought it was a good thing to do.,he feels happy inside.,he was glad to do something nice,he was happy the sweater went to a good cause.,2.333,0.816
test.sa-sb.sa::00600,My daughter came home from college. Se showed up at my door yesterday. I had no idea she was coming. I was so happy to see her face.,0.0,content_diversity,We gathered together as a family and had a dinner,Our whole family had a dinner together,We all enjoyed delicious meal together,We sat down and had a meal as a family,My wife made us a meal and we had dinner all together,1.571,0.416
test.sa-sb.sa::00606,Larry went to eat at a diner. They had a juke box available. People chose three songs before him. Larry went to pick three more.,0.0,content_diversity,"Fearing the reactions of the diners,he didn't pick any songs.","Not wanting to embarrass himself,he didn't pick any songs.",He didn't like the selection so he didn't pick any songs.,"Not wanting to show off his bad taste in music,he didn't pick anything.",He was in a rush and decided not to waste time picking songs.,2.722,0.533
test.sa-sb.sa::00611,Jane went downtown one night. She got drunk at the bar with friends. She got a ride home to be safe. The next day she tried to get her car back but it wasn't there.,1.0,content_diversity,She looked everywhere for the car.,She went to the police station and reported her car stolen.,She found out that she parked it in a parking garage.,She went to the impound lot to see if it was there.,The car was never found.,3.889,0.774
test.sa-sb.sa::00613,"In 2013, my old boss started a nanobrewery. It was just a few pieces of equipment in an old storage building. In 2015 he got more equipment and better facilities. Last month he got approved for an equipment loan from the state of MA.",0.0,content_diversity,My boss is worried about how will he pay the loan to the bank,He might have to apply for refinancing,Owning large amount of money makes him depressed,Bank is sending him warnings about the loan repayment,He has to cut costs in order to repay the loan,2.889,0.809
test.sa-sb.sa::00617,Laurie contacted me on Facebook. I found out she was my daughter. I had given her up for adoption when she was born. We talked for hours and hours.,1.0,content_diversity,She showed me pictures of her kids,Laurie is my only mixed race child.,She raises and breeds dogs for a living.,She had the nerve to ask about my will.,We decided to meet again the next day.,4.444,0.831
test.sa-sb.sa::00621,John was invited to a barbecue. He was asked to bring extras. He got chips and dip. He was welcomed warmly at the barbecue.,0.0,content_diversity,They were able to finish eating before it rained.,The grills were moved into the garage.,Everyone moved into the basement to escape the rain.,The kids played outside in the rain and had fun.,The yard flooded from the rain.,3.500,0.667
test.sa-sb.sa::00623,Larry wanted to go out with friends. They wanted to go to a bar. Larry had a bit of a drinking problem but went anyway. He got too drunk and made a fool of himself.,1.0,content_diversity,The bouncers had to throw him out of the bar,His friends had to watch him all night,He got so drunk that he spent the night hugging the toilet,He made a fool of himself in front of the girl he likes,"Seeing his condition, friends decided that it is enough and dragged him out of the bar",4.111,0.567
test.sa-sb.sa::00630,Jane offered his friend some candy. He didn't tell him it was sour. Jane's friend popped it in her mouth right away. She immediately puckered her face.,1.0,content_diversity,Jane's friend accosted him for not warning him beforehand about the sourness of the candy.,Jane laughed as he watched his friend's face contort.,"As his friend's face puckered, Jane apologized profusely.",His friend tried to wrestle Jane to the ground as revenge for not warning her.,Jane's friend promptly started to gag.,4.056,0.685
test.sa-sb.sa::00635,I had a nightmare the other night. It was so scary that it woke me up from my sleep. It took me a long time to go back to bed. I finally got back to sleep.,1.0,content_diversity,I had another nightmare.,My alarm went off and woke me up.,My cat jumped on me and woke me up.,My baby started screaming and startled me awake.,I woke to the smell of coffee.,4.000,0.745
test.sa-sb.sa::00636,"Every Thanksgiving, Josie broke the wishbone with her father. It was their tradition since she was three years old. She waited patiently as her whole family sat down to their meal. She got up from her seat when her mother started clearing the table.",1.0,content_diversity,Her mother handed her the wishbone.,She grabbed the wishbone and walked over to her father.,She got the wishbone and broke it with her dad.,Her dad already had the wishbone and broke it with her.,Someone else had already broken the wishbone.,2.889,0.515
test.sa-sb.sa::00645,A couple of Mormons challenged strangers to a basketball game. The others accepted. The Mormons were exceptionally good at the game. They beat the other guys fairly easily.,1.0,content_diversity,The other guys were good sports about it.,The Mormons started teasing the other guys.,The other guys were bad sports when they lost.,The others guys were shocked the Mormons were so good.,The other guys got mad and started beating the Mormons.,4.214,0.647
test.sa-sb.sa::00663,I always wanted to take an art class. So when I turned 40 I enrolled into art classes. I was so nervous and didn't really talk to anyone unless necessary. Our first project was a group activity that forced everyone to talk.,1.0,content_diversity,I realized my classmates were really nice.,Everyone was so nice to talk to.,No one really wanted to talk to each other.,We met up at the bar every day after class.,By the end of the class we were friends.,3.111,0.657
test.sa-sb.sa::00664,Jenny has decided that she wants to buy a cellphone. She goes to a store but finds many are expensive. Finally she finds a cell phone that fits her budget. Jenny buys it.,1.0,content_diversity,Jenny is happy with her purchase and loves her new phone,Jenny hates her cheap new phone and gets another one,As she's leaving the store she drops and breaks it,She loves her new phone and shows it to her friends,"Jenny spends all day programming her new phone, she loves it",3.833,0.624
test.sa-sb.sa::00665,"Abby recently went diving in Jamaica. As Abby was diving, she grabbed a piece of coral. The instructor immediately scolded Abby for her error. Abby did not know she could not break off the coral.",1.0,content_diversity,Abby cried when she was told that she couldn't take the coral.,Abby tried to put the coral back.,The instructor felt bad for scolding and explained why she shouldn't take the coral.,Abby threw the coral back into the ocean.,Abby ran home and told her mother what happened.,4.611,0.393
test.sa-sb.sa-b::00680,Tammy had a gambling addiction. Most forms are outlawed where she lives. Except for dog racing. She goes every weekend.,1.0,content_diversity,One weekend she went to the dog tracks and learned her lesson after spending her entire paycheck!,Last weekend she actually won $1000 and booked a trip to Mexico with the winnings.,Tammy fell in love with one of the Greyhounds and adopted him when he retired.,One day she booked a trip to Vegas where she could gamble even more.,Tammy's friends were worried about her so they staged an intervention.,4.722,0.533
test.sa-sb.sa-b::00685,My sister-in-law B loved to nibble on raw hamburger. One day we were on vacation together. B made hamburgers for us. Later at night she had stomach cramps.,0.0,content_diversity,she made a bad choice,eating raw meat was a bad decision,she should not have eaten raw meat,she decides incorrectly,her decision was wrong,1.812,0.428
test.sa-sb.sa-b::00687,Jake never cooked dinner. He thought he would surprise his girlfriend. He looked up online how to cook a fancy dinner. Jake only messed up small parts of it.,0.0,content_diversity,Jake was proud of learning something new.,Jake needed the extra help.,The additional knowledge let Jake succeed.,The extra research led to a happy event.,The meal went good by Jake's research.,3.389,0.906
test.sa-sb.sa-b::00695,Joan went to the movies. She was going to meet her friend Lynn. Lynn was late for their meetings. Joan and Lynn bought their tickets.,1.0,content_diversity,they went inside the movie,they want the movies,they enjoy the movies,they went to dinner after,they went to the bar after,2.889,0.458
test.sa-sb.sa-b::00697,The man baked the bread. The loaf looked perfect. He shared the load with his friends. His friends asked for the recipe.,0.0,content_diversity,He and his friends decided to have a competition to see who could bake the best loaf.,Together they agreed to compete to see who made the nicest bread.,A contest was put in place to determine who had the most excellent loaf ever.,They started a contest to see who's bread was superior.,The friends put a competition together so they could see who was the best bread baker.,1.812,0.658
test.sa-sb.sa-b::00699,"Janet's family was used to tornado season where they lived. Luckily, they had avoided any major damage to their farm. They heard of a bad tornado coming their way. They weren't worried and didn't evacuate like their neighbors.",0.0,content_diversity,They all died as the tornado was so strong and destructive.,This time they were not so lucky and the house was destroyed by the tornado and they were all killed.,"This was a super tornado that destroyed the house, killing them all.",They all died this time becuase the tornado was so powerful.,The tornado was the biggest ever and tore their house apart and killed them all.,1.750,0.612
test.sa-sb.sa-b::00700,Jake invited friends over to play board games. They had drinks and played Monopoly mostly. Everyone had a good time. Eventually there was no winner and it got late.,0.0,content_diversity,Everyone had so much fun.,All of the participants had a fabulous time.,Jake and his friends found their time playing games together to be enjoyable.,Each attendee had a wonderful time.,They all had a very pleasurable experience.,2.167,0.624
test.sa-sb.sa-b::00701,Devin just got his licenses. He asks his parents for permission to out driving. While out driving he agrees to race one of his friends. Devin steps on the gas and races in his parents car.,1.0,content_diversity,he wrecks it,he won the race,he got pulled over,it was exhilerating,he felt bad after,4.389,0.515
test.sa-sb.sa-b::00712,Tammy was at the park. She was watching her kids play. Tammy decided it was time to leave. She called her kids to the car.,0.0,content_diversity,they left,they leave the park,they went on with their car,they were on the road again,they drive away from the park,2.000,0.527
test.sa-sb.sa-b::00725,I was at my cousin's house. And I wanted to walk to the mall. I thought I was familiar enough with the area. But I was lost for over an hour.,1.0,content_diversity,I got there eventually though.,I walked and walked and when I finally got there it was shut.,In the end I gave up and went back to my cousins house.,I am glad I didnt give up as when I got there they were giving away burgers!,A police car stopped and asked if I needed helo and they took me back to my cousins house.,4.056,0.497
test.sa-sb.sa-b::00728,Tom was in the war. He got injured and received a purple heart. When he returned home it was meaningless. Nobody really cared other than to feel sorry for him.,0.0,content_diversity,He wondered if he should have done something else in his life.,He regretted choosing the military.,The purple heart was not worth the pity.,He felt his life was one big mistake.,He accepted that he chose incorrectly.,3.833,0.667
test.sa-sb.sa-b::00730,Frank Ocean's album is to be released Friday. I don't believe it. He was supposed to release his album two years ago. He hasn't made music in that time period.,0.0,content_diversity,If I had to bet at least.,Just my opinion.,My person thoughts on it.,Only my personal vision on it.,I felt that way.,1.611,0.314
test.sa-sb.sa-b::00735,"Today I took my motor scooter to the gas station to fill it with gas. Once it was filled, I tried to start it. It would not start. The man at the station gave me some oil to put in it.",1.0,content_diversity,My motor scooter still wouldn't start because the starter went out.,I ended having to take my scooter to a repair shop.,I always seem to have trouble with this scooter.,"I'm thinking about selling the scooter because I don't know how to work on it, myself.",I put the scooter in the garage because I'm tired of messing with it.,3.722,0.583
test.sa-sb.sa-b::00739,Sam went out drinking. He tried to drive home. He couldn't find his keys. He had to call a taxi.,1.0,content_diversity,it was expensive,he left his car at the bar,no taxi was available so he ended up with an uber,he got home safely,he was hungry when he got home,4.000,0.667
test.sa-sb.sa-b::00749,I went out to get a milkshake today. I went to my favorite ice cream shop to get one. When I got there I found out that milkshakes were very expensive. So I decided to get a cone instead.,1.0,content_diversity,The cone was delicious,THe cone was disappointing,"In contrast, the cone was very cheap","The cone was also expensive, but not as bad","It was ok, but not the same as a milkshake",3.833,0.577
test.sa-sb.sa-b::00751,Tom was invited to a party. He wasn't much of a beer drinker. He got whatever he saw on sale. Everyone at the party was a bit disappointed.,0.0,content_diversity,Tom was so drunk he didnt care!,Tom had far too much to drink and couldn't rmemeber any criticism anyway.,Tom was so drunk and happy he didn't realise what people thought anyway.,Tom got drunk and was unaware people thought he was cheap.,After so much drink Tom didn't care anyway.,2.167,0.471
test.sa-sb.sa-b::00759,Jake was at the bar one night. He decided to smoke but only had one cigarette left. He also had to go outside into the snow. Once outside his cigarette fell into the snow.,0.0,content_diversity,he stops,he chose to stop,he think it was time to stop smoking,he make the decision to stop the smoking,he decide it was a good idea to not smoke,1.667,0.471
test.sa-sb.sa-b::00767,Kate and her friends drove all the way to Las Vegas. But they didn't like their hotel. So they decided to look online. They sat in the car looking on their phones for a better deal.,1.0,content_diversity,They found some good deals quickly.,The right one was found.,Cheaper and better housing was found.,They decided on a better deal.,The hotel was right next to the entertainment.,2.833,0.667
test.sa-sb.sa-b::00768,"Abby was invited to a girl's trip to Seattle with her friends. Abby accepted the invitation, and were on their way to Seattle. After checking in the hotel, Abby fell straight asleep. When Abby awoke, her friends had returned from their night out.",0.0,content_diversity,she was hungry,abby felt hungry,abby stomach was growling,abby feel hunger in her stomach,abby can hear her stomach growling,1.500,0.408
test.sa-sb.sa-b::00771,Jane and Carl had been struggling. Their relationship was in a bad spot. They got into a big fight over money issues. Both decided it was too much to handle.,1.0,content_diversity,they broke up,they decide on a break,they decide to find someone else,they think it was time for a new relationship,they look for someone new,2.278,0.786
test.sa-sb.sa-b::00771,Jane and Carl had been struggling. Their relationship was in a bad spot. They got into a big fight over money issues. Both decided it was too much to handle.,0.0,content_diversity,they split up,they went their separate way,they end it,they end their relationship,their relationship was over,1.833,0.471
test.sa-sb.sa::00355,Jane need to get something from the store. But she was late for an appointment. She grabbed her things quickly and headed to checkout. She thought it would be quick.,1.0,content_diversity,There was only one register open and there were six people in line.,The cash register ran out of receipt paper and the cashier had to call the manager to fix it.,There was one lady in line who saw she was in a hurry and let Jane go in front of her.,"The line was too long, so Jane hid the items in her coat and left the store without paying.",She got through the line just in time to make it to her appointment.,4.562,0.464
test.sa-sb.sa::00358,Teddy had a passion. He had a passion to change his country for better. So he ran for president. Teddy told the american people what they wanted to hear.,0.0,content_diversity,"Despite the negative campaign ads, he was elected to be president.",People voted all over the country in great numbers to successfully get him elected.,He was surprised to win the presidency in a landslide victory.,His win was larger than any other president preceding him.,The other candidates were surprised at the astounding victory he had.,3.167,0.782
test.sa-sb.sa::00371,The man put on his watch. His watch was not running. He took his watch off. He shook the watch.,0.0,content_diversity,The man was shocked when the watch came open and gears came out.,The man didn't even realize the watch had gears until they fell out of the now open watch.,The watch clearly needed repair after gears came tumbling out.,Surprisingly the watch sprang open and gears flew out.,The man tried to catch the gears as they fell out of the watch.,1.944,0.724
test.sa-sb.sa::00372,"I bought a little stuffed giraffe. He was adorable, and I admired him in the checkout lane. I took him home to show my little girl. She fell in love with him on first sight.",1.0,content_diversity,She snuggled in bed with the little giraffe that night.,She takes him with her to daycare every day now.,She reads him stories before bed.,"Now, we have an extra chair at the table for the little giraffe.","Now, when she has to stay away from home, she feels comfortable having her little giraffe.",4.111,0.698
test.sa-sb.sa::00375,Kate was cleaning the house. She had just mopped the floor. Her son came running through the room. He slipped on the wet floor.,0.0,content_diversity,The boy cried when he fell because he felt something snap.,The boy fell and when he used his arm to steady himself he broke it.,The boy broke his arm when he tried to grab the table next to him as he slipped.,Kate's son had a bone disease and slipping mildly caused his arm to break.,He fell while attempting a handstand after slipping.,3.222,0.478
test.sa-sb.sa::00378,Ken is a cook. While at work Ken begins cooking meals. While cooking a customer notices Ken spitting in their food. They complain to the manger.,1.0,content_diversity,Ken is fired without an explanation.,The manager asks Ken about the situation.,The customer was an enemy of Ken and was trying to get him in trouble.,"Ken explains that it might have looked like he was spitting, but he wasn't.",The manager doesn't believe the customer because the customer cannot see the kitchen.,4.250,0.500
test.sa-sb.sa::00380,Jerry was going on a blind date. He told his friend to call him with an emergency to get out of it. His friend called at the right time. Jerry played along.,1.0,content_diversity,He had second thoughts about it because the date was all of a sudden going better than he expected.,He felt guilty because he was being deceptive.,His date suspected he was trying to get out of the situation and walked out.,"He told his date that his friend had an emergency, paid and left.",Then Jerry confessed to his date that he way lying.,4.222,0.629
test.sa-sb.sa::00381,"My brother decided to use the bathroom. The whole bathroom had a bad odor after he was finished. The smell diffused throughout the house. When I noticed the smell, I opened all of the house windows.",0.0,content_diversity,I thought there was something wrong with the plumbing.,I checked the pipes in the bathroom,I looked for water leaks near the bathroom.,I sniffed the air to find the possible source of the leak.,I wondered where to start looking for the burst pipe.,3.000,0.707
test.sa-sb.sa::00382,"Barry recently visited The British Virgin Islands. While there, Barry took a trip to a small island named Virgin Gorda. Barry was amazed with the beautiful beaches, and a rock formation. The rock formation was called The Baths.",0.0,content_diversity,Barry shared the experience with others by making a movie there.,Barry wanted to remember so he mad a video.,Barry worked for National Geographic and made a video of the area.,Barry decided to start a youTube type channel about the Baths and filmed it.,Barry was afraid he'd forget about it so filmed the whole thing.,2.667,0.624
test.sa-sb.sa::00389,Kate needed to buy a laptop to work while out of town. She searched online and found one that had free shipping. She shipped it out of town so it would be there when she arrived. The shipping estimate was the same day as her arrival date.,1.0,content_diversity,The package arrive on time and in good condition just as Kate arrived from her trip.,Kate discovered that the package was delivered several days ago before she arrived and was left under the rain.,Kate arrived and learned that the package did not arrive yet.,Kate went home and waited for the laptop to be delivered and realized that she hasn't completed the transaction yet.,Kate went home and found her package but the content was not what she ordered online.,4.167,0.707
test.sa-sb.sa::00391,"In 1996, my sister-in-law's son overdosed on drugs. She got him into rehab. After a few days he denied having a drug problem, and left. In 2013, he overdosed and died suddenly.",0.0,content_diversity,"Knowing she could've done more to rehabilitate him, my sister-in-law blamed herself for his death.",My sister-in-law felt responsible for letting him out of rehab which led to him spiraling back to addiction and death.,My sister-in-law believed she is blame-worthy not trying harder to keep him in rehab.,My sister-in-law knew she should be blamed for the death of her son.,"Feeling that she allowed him to get out of rehab, my sister-in-law said she indirectly killed her own son.",2.312,0.747
test.sa-sb.sa::00405,"Jamie went to the shed to get his beach chairs. There were ants crawling all over the shed. He immediately left and went to the hardware store. There, he bought ant block, as well as ant bait.",0.0,content_diversity,Jamie was worried the ants would suffer so he watched to see what happened.,Jamie was bored so he stayed to watch the ants.,Jamie followed the worker ants back to the queens nest.,Jamie started to worry about the ants as he stood and watched.,The ants swarmed Jamie as he stood watching.,3.778,0.629
test.sa-sb.sa::00409,I went to the doctor the other day. I had to go see the doctor for a routine checkup. The wait to see the doctor was very long. When I saw the doctor I complained about the wait time.,1.0,content_diversity,The doctor apologized and said they were short staff that day.,I decided to find a new doctor.,The doctor suggested that I could see the nurse practitioner in the future for shorter waits.,"The doctor noticed that I had a small lump, so I was thankful I had waited.","When I left the office, I left a bad review on their website.",4.889,0.208
test.sa-sb.sa::00414,Jane had broken her first pair of glasses. And now she had to tell her mother. She was sure to be upset. After telling her mom Jane braced herself for the yelling.,1.0,content_diversity,Her mother surprised her by being understanding and offering to take her to get new ones.,Her mother grounded her and said she'd have to give up her allowance.,Her mother said Jane would have to get a part time job to pay for glasses.,"Her mother said, ""Wait until your Father hears about this"" and left.",Jane began crying and begged for forgiveness.,4.389,0.614
test.sa-sb.sa::00418,Ken hated airplanes. He was deathly afraid of flying. One day he had to fly to meet relatives. He took medicine to calm his nerves.,0.0,content_diversity,He missed out on meeting his relatives because the medicine didn't help at calming his fears.,He ended up missing the flight because his fear overpowered the medication.,"His relatives were disappointed because he couldn't make himself get on the plane, even with medication.",His fear was extreme and he wasn't able to make the trip because the medication didn't work for him.,Apparently he needed a stronger medication because he was still unable to make the trip.,2.222,0.885
test.sa-sb.sa::00420,Justin is with his friend Bill looking for clubs. Justin is tired from trying to find clubs. Bill keeps trying to find the hottest club in town. They eventually give up and waste their whole night on nothing.,0.0,content_diversity,Bill and justin head home to party there instead,They both go home to drink and listen to music,Justin suggest to bill to pick up some beer and drink at home instead,"Instead of looking for any more clubs, they decide to party at home",They both give up the search and decide to turn their house into a club,2.722,0.853
test.sa-sb.sa::00421,"Abby recently learned of a reading challenge. In order to win the challenge, Abby had to read 25 books. In addition, Abby had to hand in a one page report on each book. Abby knew the challenge would be hard, but she could do it.",1.0,content_diversity,She decided to start by reading 30 pages a day.,She decided to read a new book each week.,She marked her calendar with a plan for finishing the books.,She worked really hard to read all of the books and won the challenge.,Abby won the challenge and accepted a gift card as her prize.,3.500,1.035
test.sa-sb.sa::00439,Don never knew how to cook. He just recently started living on his own. He tried to cook dinner for the first time. He did better than he expected.,1.0,content_diversity,He decided to host a dinner party for his friends.,He decided to start trying some more difficult recipes.,Don decided to go to the grocery store to buy ingredients to make dinner for the rest of the week.,He brought leftovers to work the next day and his coworkers were very impressed.,Don decided to look up some more recipes on the internet.,4.000,0.829
test.sa-sb.sa::00441,He woke up very angry this morning. He went to the bathroom and started complaining. He came out and yelled at me about things. He sat down at his computer and worked.,0.0,content_diversity,What kind of an example is this to our children?,He has no right to act this way in front of the children.,No child should have to see their father acting like this.,I want to take the kids away so they don't have to see this behavior.,He needs to stop acting like this in front of our children.,2.500,0.782
test.sa-sb.sa::00448,"I've always hated math. It was something I never understood. In math class, I always failed miserably. One day I decided to hang out with friends that liked math.",0.0,content_diversity,One of the guys was really likeable.,We started hanging out at school and at home.,We became close like brothers.,It turned out we had a lot in common.,I had never had a best friend before this.,2.750,0.804
test.sa-sb.sa::00246,It was a really hot day and Jamie wanted something sweet. Seeing a cute ice cream shop nearby she decided to go in. While waiting she noticed two children who looked very sad. She soon realized they had no money.,1.0,content_diversity,Jamie wondered where the parents of the kids were,Jamie asked the kids if they wanted an ice cream,Jamie decided to buy ice cream for the kids,Jamie called the police as the kids were alone.,Jamie dropped a 10 dollar bill on the ground and pointed it out to the kids,4.056,0.643
test.sa-sb.sa::00248,Will was buying groceries. He got a cart full of things. After waiting in line he was finally checked out. When it came time to pay Will realized he forgot his wallet.,1.0,content_diversity,Will got embarrassed and returned everything in his cart to where it belonged since he cannot pay for it.,Will called his roommate and asked him if he can bring the wallet to him so he can pay for the groceries.,Will got annoyed and just left the cart full of things at some part at the grocery store.,"Will's good friend saw him having problem at the counter and helped pay him pay for the groceries, telling Will to pay him back once he got his wallet back.",Will ask the staff if he can leave the cart for a while as he will be paying for them after he got his wallet from his apartment.,4.167,0.745
test.sa-sb.sa::00253,"Every time I see fruit salad, it reminds me of camping. My cousin Louise always made fruit salad and pimento cheese. Everyone ate sandwiches and salad for lunch while we camped. We all loved her fruit salad and cheese.",1.0,content_diversity,I called my cousin Louise and ask her to make her famous fruit salad and cheese.,"Remembering our camping days, I craved fruit salad that I immediately get my keys and head out to buy a fruit salad.",I decided to look for a fruit salad and cheese recipe online so I can make one.,I became hungry because I kept thinking of fruit salad but I don't have the ingredients so I ordered pizza instead.,I decided to call my cousin and friends to plan for another camping trip.,4.167,0.707
