sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_abs_hds_mean,metric_abs_hds_std
test.enc.prompt.txt::01844,"Hey, Doolittle, think",0.0,content_diversity,"you're a little off your rocker. A lot off, I should say.",you may not be thinking completely rationally right now.,reality is starting to slip for you. Just a bit. Or a lot.,you need to get a grip because you're losing it now.,"crazy could be an understatement in your case, you know?",2.333,0.624
test.enc.prompt.txt::01859,What's with you?,0.0,content_diversity,Are you upset with me?,Are you angry?,Have you got a problem?,It seems like you are mad.,Are you unhappy?,2.375,0.331
test.enc.prompt.txt::01868,So now you,0.0,content_diversity,understand how to do it.,comprehend the way to accomplish that.,realize what you need to do.,see the means by which it is accomplished.,the steps that must be taken for that to be completed.,2.417,0.344
test.enc.prompt.txt::01874,It turned up,1.0,content_diversity,louder,on repeat because i like it,missing,in the yard,near the water,4.000,0.527
test.enc.prompt.txt::01884,I say hang,1.0,content_diversity,"out with me today, you wont be sad",back and wait,on a minute,the rope outside,the flag,4.643,0.440
test.enc.prompt.txt::01888,Don't believe everything,0.0,content_diversity,concerning history. It's written by people with agendas.,you hear about history. It's written by people with ulterior motives.,about history. It's written for profit.,about history. It's written with ill intent.,you ever heard about history. It's written by people's motives.,1.833,0.527
test.enc.prompt.txt::01350,"Look, snap out",1.0,content_diversity,of it,of the shirt,of the mood,of the trance,of your addiction,3.500,0.667
test.enc.prompt.txt::01361,I just wanted,0.0,content_diversity,to say how much you mean to me,to tell you that i love you,to say that i need you,you to know that you mean so much to me,you to know that i love you,2.000,0.707
test.enc.prompt.txt::01362,I was sorry,1.0,content_diversity,so I bought you cookies,that i did it,i commited crime,i couldn't be there for you,but it wasn't my fault,4.111,0.515
test.enc.prompt.txt::01363,It's a real,1.0,content_diversity,thing it is not a scam,struggle to do it so fast,"life, not imagination",hustle to do it,", I'm telling you",4.056,0.831
test.enc.prompt.txt::01373,Wow. Should you,1.0,content_diversity,be this handsome?,take another try?,help them?,behave like this,be so good at football,4.556,0.550
test.enc.prompt.txt::01393,No fuckin' hot,1.0,content_diversity,girl are allowed here,food makes me throw up,sun makes me exhausted,people are here,nights,4.500,0.471
test.enc.prompt.txt::01395,Destroy all that,1.0,content_diversity,evidence and get out of here,peasants,books and get new ones,files and clean my desk,enemies,4.278,0.671
test.enc.prompt.txt::01396,Know what we,1.0,content_diversity,are dealing with,are selling to our customers,need to do to stay profitable,can do to help him,should do in order to sell the business,3.722,0.583
test.enc.prompt.txt::01398,"Is that right,",0.0,content_diversity,they won the big cash prize?,the group won and quit their jobs?,the team won millions in the lotto?,they got the grand prize and retired to Puerto Rico?,the couple are very rich now from winning the lotto sweepstakes?,2.556,0.762
test.enc.prompt.txt::01404,"Now, you will",1.0,content_diversity,do as I say or I'll fire you,have to take one for the team,pick my mom,take care of my dog,have to say what bothers you,4.500,0.943
test.enc.prompt.txt::01424,Did you see,1.0,content_diversity,that aeroplane,him eat whole basket,her cheating on him,him how he broke up with her,cheating on a test,4.083,0.344
test.enc.prompt.txt::01438,He went back,1.0,content_diversity,to the hospital.,home yesterday. You just missed him.,to work already. Try calling him there.,to his wife.,to his girlfriend's house.,4.222,0.711
test.enc.prompt.txt::01753,I don't know,1.0,content_diversity,how he can eat so much,why would he dump her,how can he study so hard,why would he cross him,how can he not like reading,4.667,0.527
test.enc.prompt.txt::01743,What are you?,1.0,content_diversity,are you a human,you don't seem like a dog,are you doing something to me,you seem like an ugly bug,you look exhausted,4.111,0.657
test.enc.prompt.txt::01697,You've seen only,1.0,content_diversity,the tip of the iceberg.,the best side of him.,what I wanted you to see.,the best doctors.,one way of doing things.,4.667,0.624
test.enc.prompt.txt::01739,Then there it,1.0,content_diversity,"went, down the street.","flew, into the sky.",is!,"slept, in the cave.",dies peacefully.,4.278,0.916
test.enc.prompt.txt::01729,Shit. We don't,0.0,content_diversity,care about your opinion.,want to know what you think.,need any more ideas.,have any need of your expertise.,value your way of thinking.,2.444,0.643
test.enc.prompt.txt::01754,I lost my,0.0,content_diversity,sneakers in the wood,shoes in a forest,trainers in a wood,shoes while I was in a forest,sneakers when I was in a wood,1.667,0.527
test.enc.prompt.txt::01685,When'd you start,1.0,content_diversity,swimming professionally,going out with her,making mistakes,baking,fighting for your country,4.722,0.342
test.enc.prompt.txt::01777,So what do,1.0,content_diversity,I need to do,you want me to read,they want to watch,they plan on doing next friday,they think they will do to us,4.278,0.629
test.enc.prompt.txt::01777,So what do,0.0,content_diversity,you want me to do,I need to get done with,I need to finish,you want me to get done,you want me to get finished with,1.875,0.415
test.enc.prompt.txt::01690,He *sniffs* that,1.0,content_diversity,powder of the table,stinky socks,cocaine,sugar into his nostril,thing,3.500,0.707
test.enc.prompt.txt::01773,Exactly. 'Cept this,1.0,content_diversity,can't be forgiven just like that,and move on,reality,and you will learn next time,and start doing it now,3.944,0.643
test.enc.prompt.txt::01773,Exactly. 'Cept this,0.0,content_diversity,can't go unnoticed,can't go without consequences,can't be like that,isn't forgiveable,shouldn't be accepted,2.556,0.724
test.enc.prompt.txt::01723,I thought you,0.0,content_diversity,had heard it before.,"everyone knew, its common knowledge.",told me about it.,remembered what I said.,were aware of that.,3.214,0.647
test.enc.prompt.txt::01737,That's right. And,0.0,content_diversity,that is why you're a leader,that is why people follow you,that is why you have so many followers,that is why you're popular,this explains why you're natural leader,2.111,0.515
test.enc.prompt.txt::01681,Sorry...sorry... Why do,0.0,content_diversity,women always ask men if they look fat in an outfit?,"females expect men to lie to them about looking fat, but nothing else?",the news and media portray big women as something negative?,people want other people to be honest only when it serves them right?,you put me on the spot like this whenever you put on a new dress?,2.889,0.567
test.enc.prompt.txt::01714,Don't get too,0.0,content_diversity,narcissistic when you’re talking to a potential employer.,used to having good jobs without having to put in an effort.,hopeful that you’ll land your dream job because not everyone does.,caught up in trying to say the perfect thing to an interviewer.,arrogant when you’re talking to the head of a job you want.,3.056,0.926
test.enc.prompt.txt::01683,It seemed like,0.0,content_diversity,you weren't willing to forgive,you weren't ready to accept my apology,you didn't want to forgive,you weren't ready to put things behind,you didn't want to smooth things out,2.111,0.614
test.enc.prompt.txt::00680,Patrick? Is that,0.0,content_diversity,actually what you're going out in?,really the pants you want to wear? Really?,your idea of getting dressed up? Honestly.,your nicest shirt? I said wear your nicest shirt.,warm enough for this weather? I don't think so.,2.444,0.797
test.enc.prompt.txt::00684,Did you know,0.0,content_diversity,"he killed his brother? Yes, he got away with it as well.",he murdered his aunt? Managed to get away it in fact.,he stabbed his mother to death? Found not guilty though.,"he killed his sister? Yes, he got away with it as well.","he shot his twin sister to death and still got away with it,",2.333,0.707
test.enc.prompt.txt::00686,"Ah, I see...Yes.",0.0,content_diversity,I'm sorry for all the missteps. We were ignorant.,My apologies for everything that's happened. We just weren't aware.,We had no idea. I hope you'll accept our apology for what's occurred.,I deeply regret what took place. No one had informed us.,"I'm so sincerely sorry for all of it. If we'd known, it would never have happened.",2.278,0.478
test.enc.prompt.txt::00689,"Pardon me, but",1.0,content_diversity,I saw you seem lost.,I need to get through here.,I couldn't help overhearing what you were saying.,I dropped something over here.,can you grab something for me?,4.500,0.471
test.enc.prompt.txt::00689,"Pardon me, but",0.0,content_diversity,can you get that for me?,can you go get me that thing on the shelf?,are you able to hand that to me?,can you get the thing on the counter for me?,can you reach over and get that for me?,2.167,0.707
test.enc.prompt.txt::00711,"C'mon, I wouldn't",0.0,content_diversity,"purchase a dog from any other shop,","buy my fish from any other shop,",get my hamsters from any other place.,buy my guinea pigs anywhere else.,"purchase a mouse from any other shop,",2.556,1.141
test.enc.prompt.txt::00713,Go where? You,0.0,content_diversity,will just have to be patient. You'll know soon enough.,mustn't be in such a rush. All in due time.,will not ruin the surprise. You have to bide your time.,will know everything before very long. Try to relax.,"need to calm down and pace yourself. Soon, I promise.",2.778,0.916
test.enc.prompt.txt::00714,It's the only,0.0,content_diversity,thing I inherited from her.,she decided to leave for me as an inheritance.,thing she left for me as an inheritance.,inheritance I received from her.,she left as my inheritance.,1.889,0.458
test.enc.prompt.txt::00715,I know how,0.0,content_diversity,"to do it, no need to get involved.","this gets done, don't worry about me.","to handle something like this, thank you very much.","it all works, which probably surprises you.","to go about it, so just mind your own business.",3.000,0.667
test.enc.prompt.txt::00741,That's great. I,1.0,content_diversity,am so glad you received such exciting news!,am just so relieved to find out you're okay!,had a feeling it would all work out for you.,never know what to expect when they get involved.,"was imagining the most awful things, so I'm glad it's all good.",3.688,0.428
test.enc.prompt.txt::00746,I don't know,1.0,content_diversity,which way we're supposed to go and I'm low on gas.,"which one I'd rather have, the prawns of the lamb.","where she gets off talking to me like that, the little snot.","I left those goddamn keys, I'm losing my mind.",what I was thinking when I took this apartment.,4.889,0.208
test.enc.prompt.txt::00747,"Hardly anybody does,",0.0,content_diversity,there is only me and my sister who know about it and a couple of others.,only my uncle and me know about it and four other people I know of.,my cousin and me are the ony ones who know about it except the founders.,only my son and I and a couple of others know it is even here.,there is only me and my father who know about it and a few select others.,2.417,0.786
test.enc.prompt.txt::00753,A beautiful geek?,1.0,content_diversity,Is there such a thing?,I am going to take that as a compliment.,Did you mean to write a beautiful Greek?,Then I am in love with her already.,Is that the name of a movie?,4.643,0.350
test.enc.prompt.txt::00769,Brrrr! She must,1.0,content_diversity,be freezing in that short skirt.,crazy diving in that lake.,have anti freeze in her blood staying out that long.,"get cold sometimes camping in this weather,",really like to get a tan sunbathing in this weather.,4.438,0.464
