sample_id,context,label_value,label_name,resp_0,resp_1,resp_2,resp_3,resp_4,metric_AveragedCosineSimilarity,metric_AveragedDistinctNgrams,metric_BertScore,metric_SD,metric_SD_norm,metric_SSD,metric_SSD_norm,metric_SentBert,metric_TSD,metric_TSD_norm
test.enc.prompt.txt::00811,The Prospero Project,0.0,content_diversity,isn't good at all,in my honest opinion is worthless,isn't relevant,shouldn't be considered good,is not worth at all,-0.030,0.940,-0.238,1.904,0.381,4.571,0.914,-0.683,13.715,0.508
test.enc.prompt.txt::00812,Exactly. There'd been,1.0,content_diversity,more of those snakes in the past.,fewer hate crimes before.,a lot more money in the bank.,proof she cheated.,food to eat just a week before.,-0.019,0.956,-0.278,2.863,0.573,4.966,0.993,-0.086,18.391,0.557
test.enc.prompt.txt::00813,That's what we,0.0,content_diversity,all thought at first,were thinking,thought about the situation,thought was the problem,we starting to think,-0.020,0.767,-0.222,3.134,0.627,4.942,0.988,-0.622,13.705,0.762
test.enc.prompt.txt::00814,Three agents killed,0.0,content_diversity,shouldn't be not punished,should be revenged,should be avenged,requires vendetta,shouldn't go without consequences,-0.040,0.732,-0.203,2.175,0.435,4.789,0.958,-0.569,10.120,0.506
test.enc.prompt.txt::00816,I'm playing to,1.0,content_diversity,win,get better,beat you basically,impress people,go further,0.000,0.600,-0.223,1.960,0.392,4.947,0.989,-0.448,8.793,0.879
test.enc.prompt.txt::00817,Please don't tell,1.0,content_diversity,him it's a suprise,on me for doing it like that,"the others, it's a secret",her that she lost all of it,them that it will soon be over.,-0.032,0.952,-0.203,2.974,0.595,4.992,0.998,-0.231,22.702,0.631
test.enc.prompt.txt::00818,"Teddy bears, cuckoo",1.0,content_diversity,for cocoa puffs.,"clocks, and old mansions.","birds, I don't know what I mean.",is what I am.,were my favorite pets.,-0.015,0.961,-0.127,2.182,0.436,4.740,0.948,-0.080,19.921,0.643
test.enc.prompt.txt::00819,'The owl and,1.0,content_diversity,the bee sat atop the tree,it's babies rested in the nest,it's friends flew by the light of the moon.,the eagle never flew at the same time,the opossum shared the same branch,-0.084,0.930,-0.259,1.970,0.394,4.575,0.915,-0.136,26.452,0.661
test.enc.prompt.txt::00820,Your mission is,1.0,content_diversity,to bring your troops home safely,to confiscate money from dealers,to be the best in your class,get better at chess,not to eat so much junk food,-0.023,0.972,-0.176,2.718,0.544,4.956,0.991,-0.115,19.566,0.675
test.enc.prompt.txt::00822,Talk to the,1.0,content_diversity,hand,man behind the counter,"boss, he's over there",person who told you that to begin with,other man if he won't listen,-0.004,0.991,0.113,2.516,0.503,4.986,0.997,-0.176,13.197,0.471
test.enc.prompt.txt::00823,"Ah, here we",0.0,content_diversity,can buy a house.,is where we can live,should stay forever,never leave this spot,have the best location to live.,-0.008,0.982,-0.263,2.244,0.449,4.418,0.884,-0.367,12.684,0.528
test.enc.prompt.txt::00824,Privately owned by,1.0,content_diversity,the Gates family.,whoever wants to own it.,them and you cannot trespass.,that old family and rumored to be haunted.,the people that lost their son in the war.,-0.020,0.960,-0.206,2.812,0.562,4.734,0.947,-0.177,23.118,0.661
test.enc.prompt.txt::00825,You're not venturing,1.0,content_diversity,into the wilderness alone.,into that house.,around this foreign country.,up the river without the rest of the people.,across the ocean without a crew.,-0.026,0.954,-0.387,1.596,0.319,4.871,0.974,-0.225,18.389,0.593
test.enc.prompt.txt::00825,You're not venturing,0.0,content_diversity,around the forest without me.,into the woods alone without protection.,around the wilds of Alaska without the rest of the team.,"out, into the wilderness, alone.","alone, into a wild area filled with bears.",-0.060,0.918,-0.431,2.345,0.469,4.960,0.992,-0.602,28.657,0.666
test.enc.prompt.txt::00827,I was hoping,1.0,content_diversity,you could take me out for a dinner,i wouldn't have to see him,you could borrow me some money,he has changed,i wouldn't have to do whole project by myself,-0.045,0.897,-0.175,1.794,0.359,4.673,0.935,-0.187,21.766,0.605
test.enc.prompt.txt::00827,I was hoping,0.0,content_diversity,you could lend me money,i could borrow money from you,you can give me some money,"you can lend me money, I'll pay you back",you can give me money and I'll pay back,-0.133,0.819,-0.558,1.576,0.315,4.829,0.966,-0.820,17.739,0.444
test.enc.prompt.txt::00828,Cocky little bastard.,0.0,content_diversity,you should be dead,i should kill you,you shouldn't be alive,you should be burried,i will strangle you,-0.108,0.663,-0.360,1.446,0.289,4.184,0.837,-0.575,14.749,0.670
test.enc.prompt.txt::00829,I think she,1.0,content_diversity,is the perfect girl for you,might be the best student in our class,might be suicidal,is the best softball player around,is the best possible friend,-0.084,0.881,-0.227,1.840,0.368,4.524,0.905,-0.347,14.546,0.519
test.enc.prompt.txt::00829,I think she,0.0,content_diversity,might be having suicidal thoughts,is severely depressed,is mentally unstable,is a threat to herself,is suicidal,-0.046,0.956,-0.392,2.104,0.421,4.976,0.995,-0.471,13.209,0.734
test.enc.prompt.txt::00830,Look at that,1.0,content_diversity,pimple in the middle of your forehead,man swimming so fast,amazing natural beauty,"phone, it so ahead of the time",man without pants on,-0.014,0.968,-0.044,2.231,0.446,4.989,0.998,-0.144,15.421,0.593
test.enc.prompt.txt::00831,I don't get,1.0,content_diversity,why you don't want to date her,it why are you such a baby,it why we need to learn music theory,how people can be so selfish,how people can vote for trump,-0.042,0.924,-0.190,2.745,0.549,4.998,1.000,-0.089,23.506,0.653
test.enc.prompt.txt::00831,I don't get,0.0,content_diversity,why you don't want to be with her,why you don't want to get involved with her,why wouldn't you want to be in a relationship,it how can you say no to her,why you don't wanna go on a date with her,-0.154,0.802,-0.483,2.120,0.424,4.408,0.882,-0.610,25.593,0.492
test.enc.prompt.txt::00833,I don't want,1.0,content_diversity,to go out with you,my mom to find out about drugs,to cheat on my girlfriend,to say i'm sorry,die isolated from my family,-0.038,0.954,-0.181,2.219,0.444,4.991,0.998,-0.133,14.417,0.515
test.enc.prompt.txt::00833,I don't want,0.0,content_diversity,to be with you,go out on a date with you,to date you,have a date with you,to go anywhere with you,-0.158,0.788,-0.407,2.238,0.448,4.831,0.966,-0.548,13.525,0.564
test.enc.prompt.txt::00834,I'm ready to,0.0,content_diversity,let it go when you apologise,forgive when you say sorry,forgive when you apologise to me,let it go once you apologise,let it go if you say sorry first,-0.178,0.758,-0.507,1.736,0.347,4.813,0.963,-0.742,19.891,0.642
test.enc.prompt.txt::00838,Thanks for the,1.0,content_diversity,help. I appreciate it.,add on Facebook.,loan.,dinner invite.,surprise party.,0.000,0.800,-0.367,2.985,0.498,4.820,0.964,-0.213,11.262,0.626
test.enc.prompt.txt::00838,Thanks for the,0.0,content_diversity,assistance getting that project done.,help getting the aid I needed.,aid in setting up the trip.,support. It's really appreciated.,service. I cannot thank you enough.,-0.014,0.970,-0.281,3.024,0.432,4.849,0.970,-0.513,18.776,0.522
test.enc.prompt.txt::00839,"So, he's playing",1.0,content_diversity,our song.,the drums loudly.,football now.,on the beach.,her like a fiddle.,-0.007,0.786,-0.284,2.727,0.545,4.981,0.996,-0.098,10.064,0.530
test.enc.prompt.txt::00841,"Cole, we've got",1.0,content_diversity,a big problem.,lots of money on hand.,a ton of vacation time to take.,to fire him.,the crown jewels.,-0.012,0.971,-0.262,2.110,0.422,4.999,1.000,-0.210,11.884,0.457
test.enc.prompt.txt::00842,"Cole, I'm marrying",0.0,content_diversity,you. I care about you.,no one else but you.,you tomorrow. I'm so excited.,and having the baby for you.,"you before I die. Make me happy, Cole.",-0.048,0.959,-0.239,2.955,0.369,4.988,0.998,-0.344,30.077,0.753
test.enc.prompt.txt::00843,"That's all right,",1.0,content_diversity,I was going to throw that away anyway.,I have nowhere else to be today. Let's talk.,you can crash here for a while.,you can call me later.,you can borrow it for a while.,-0.055,0.917,-0.266,2.145,0.358,4.995,0.999,-0.345,25.276,0.574
test.enc.prompt.txt::00844,Of course. I'm,1.0,content_diversity,certain that I can do what you ask,going to finish once I started,going to pay for all of it,always sure about these things,"not always right, but I try",-0.023,0.961,-0.142,3.162,0.632,4.896,0.979,-0.367,22.541,0.683
test.enc.prompt.txt::00844,Of course. I'm,0.0,content_diversity,going to buy all of it,purchasing it all,paying for it,buying it all,all in when it comes to paying.,-0.096,0.906,-0.384,2.207,0.441,3.980,0.796,-0.662,13.629,0.593
test.enc.prompt.txt::00845,Stop fooling around...,0.0,content_diversity,and start writing an essay,and start working on a piece of paper,and start doing your essay,and start writing a report,and start your homework,-0.152,0.854,-0.596,1.495,0.299,4.841,0.968,-0.664,14.136,0.524
test.enc.prompt.txt::00848,Wouldn't think of,0.0,content_diversity,packing up and leaving.,moving to another city all of a sudden.,leaving my family for another life.,moving away overnight.,splitting sudden on them like that.,-0.014,0.970,-0.208,2.502,0.500,4.607,0.921,-0.426,18.471,0.577
test.enc.prompt.txt::00849,"This is it,",1.0,content_diversity,i'm done with relationships,i have to start studying more,i give up with you,i have to stop drinking,this might be the chance of a lifetime,-0.038,0.936,-0.243,2.034,0.407,4.996,0.999,-0.243,20.914,0.697
test.enc.prompt.txt::00849,"This is it,",0.0,content_diversity,i can't be drinking anymore,i have to reduce drinking,i need to stop with alcohol,i need to reduce alcohol consumption,i have to reduce alcohol intake,-0.152,0.779,-0.546,1.442,0.288,4.226,0.845,-0.725,18.404,0.613
test.enc.prompt.txt::00850,"Okay, I promise...",1.0,content_diversity,I will try harder,I won't do it again,to buy the bigger size,not to look at the presants,to think more about it next time.,-0.022,0.963,-0.193,2.399,0.480,4.964,0.993,-0.250,17.785,0.593
test.enc.prompt.txt::00855,Are you sure,0.0,content_diversity,Carol didn't murder him?,she didn't feed Harold to the tigers?,Harold was killed and thrown into the septic tank?,he was robbed and shot dead?,he was killed and the body just disappeared?,-0.047,0.912,-0.380,2.087,0.417,4.936,0.987,-0.344,24.519,0.570
test.enc.prompt.txt::00856,"Jumbo, where the",1.0,content_diversity,people go?,guns disappear to?,dog run away from?,pots and pans at?,holiday parade start at?,-0.005,0.788,-0.283,1.930,0.386,4.930,0.986,-0.147,12.339,0.561
test.enc.prompt.txt::00856,"Jumbo, where the",0.0,content_diversity,people disappear?,men exit to?,crowds go in the building?,women and children leave to go see?,group travel to? They are missing.,-0.008,0.983,-0.358,2.009,0.335,4.947,0.989,-0.316,11.282,0.389
test.enc.prompt.txt::00857,Screw you... Screw,0.0,content_diversity,screw all of the existence of everything i guess,you and everyone else can go away,"screw me, i did it again","you, you'r a screw up","i cant , so screw you",-0.030,0.958,-0.012,2.618,0.524,4.681,0.936,-0.391,25.820,0.698
test.enc.prompt.txt::00859,Sounds swell... I'm,1.0,content_diversity,heading there myself,gonna get going,not very interested..,really tired so goodbye,really hungry,-0.007,0.787,-0.107,3.635,0.727,4.962,0.992,-0.259,13.884,0.817
test.enc.prompt.txt::00859,Sounds swell... I'm,0.0,content_diversity,on my way there,going there myself,leaving to go there right after,going up there too,leaving to go there too,-0.107,0.809,-0.246,1.885,0.377,4.919,0.984,-0.556,13.368,0.608
test.enc.prompt.txt::00860,Give the guy,0.0,content_diversity,something to fill him up,"something to eat, he is starved","food, he looks like he hasn't eaten in ages","food, he looks so thin","something to eat, he is underweight",-0.134,0.787,-0.304,2.041,0.408,4.732,0.946,-0.472,25.159,0.680
test.enc.prompt.txt::00861,Looks like the,0.0,content_diversity,very end of the line.,"completion of the job, good or bad.",road has ended and we get off here.,bus is stopping. There is no further to go.,tram is pulling into the last station on the map.,-0.024,0.963,-0.172,2.535,0.422,4.889,0.978,-0.307,25.508,0.555
test.enc.prompt.txt::00862,What can I,1.0,content_diversity,"say, I've got the best family",do to help out a little more,give you to find out about the hotel,"have, are there choices?",every do to repay you?,-0.022,0.959,-0.090,3.155,0.631,4.528,0.906,-0.251,24.733,0.687
test.enc.prompt.txt::00862,What can I,0.0,content_diversity,do around here,help you with,do to help you out,finish to help,work on that needs to be done,-0.054,0.918,-0.111,2.163,0.433,4.901,0.980,-0.499,13.056,0.622
test.enc.prompt.txt::00863,Not one minute,1.0,content_diversity,sooner.,later.,and she disappeared.,and the dog attacked.,and the dish was empty.,-0.026,0.935,-0.494,2.297,0.459,4.966,0.993,-0.247,10.657,0.561
test.enc.prompt.txt::00864,You want to,1.0,content_diversity,put all the ingredients in the bowl first.,go to the park while it's warm out?,go to dinner with all of us?,make sure the edges are straight before cutting.,do all that you can to make sure it's correct.,-0.041,0.935,-0.080,2.193,0.439,4.561,0.912,-0.198,36.409,0.728
test.enc.prompt.txt::00864,You want to,0.0,content_diversity,make sure it's right,try your best to make it right,not mess it up,do it so it's correct,make it correctly the first time.,-0.045,0.937,-0.300,2.629,0.526,4.931,0.986,-0.627,20.828,0.672
test.enc.prompt.txt::00865,She hates me.,1.0,content_diversity,i think i did something wrong,it's because i set her house on fire,i don't think we can be together anymore,why would she hate me,i think it might be cause someone's been saying lies about me,-0.035,0.953,-0.212,2.094,0.419,4.652,0.930,-0.218,29.938,0.665
test.enc.prompt.txt::00865,She hates me.,0.0,content_diversity,i think we'll break up,think we will have to break up,we can't be in relationship anymore,i can't be with her anymore,there's no chance our relationship can survive,-0.038,0.927,-0.378,2.443,0.489,4.887,0.977,-0.655,23.120,0.593
test.enc.prompt.txt::00866,You're trying to,0.0,content_diversity,get the raise.,earn that big corner office.,get promoted to a manager's position.,make more pay with a higher position.,show the boss your hard work.,-0.016,0.970,-0.250,2.808,0.562,4.860,0.972,-0.431,17.666,0.520
test.enc.prompt.txt::00867,You're all under,0.0,content_diversity,the insurance coverage,protection in time of need.,the insurance protection,the same plan,the protection of your policy,-0.070,0.912,-0.226,1.808,0.362,4.862,0.972,-0.393,12.022,0.601
test.enc.prompt.txt::00869,I'm not really,0.0,content_diversity,interested in buying this,in the market for your product,considering buying,in a position to buy anything,seeing a need to buy this,-0.037,0.931,-0.262,2.830,0.566,4.782,0.956,-0.649,14.846,0.619
test.enc.prompt.txt::00871,"You're late again,",1.0,content_diversity,you're fired.,I'm angry.,who were you with?,dinner is cold.,and I'm leaving you.,-0.012,0.773,-0.344,2.349,0.470,4.360,0.872,-0.262,15.536,0.598
test.enc.prompt.txt::00871,"You're late again,",0.0,content_diversity,I'm letting you go.,and we are letting go of your services.,you are being discharged.,we are dismissing you.,pack your bags and leave the property now.,-0.047,0.927,-0.427,2.520,0.504,4.501,0.900,-0.711,21.754,0.622
test.enc.prompt.txt::00872,How the hell,1.0,content_diversity,did he get here before me,do you lose a dog,is this possible,can you be late every single day,did he break free from solitary,-0.014,0.969,-0.148,1.786,0.357,4.824,0.965,-0.318,16.285,0.603
test.enc.prompt.txt::00873,Oh these moments,1.0,content_diversity,are the best,make the best memories,can never be replaced,are the greatest,can never be lived down,-0.082,0.847,-0.235,1.832,0.366,3.790,0.758,-0.478,12.365,0.651
test.enc.prompt.txt::00873,Oh these moments,0.0,content_diversity,are the ones I will remember forever,will last a life time,will stay with me,will be looked back on,are everlasting,-0.029,0.965,-0.062,2.088,0.418,4.868,0.974,-0.563,14.734,0.641
test.enc.prompt.txt::00876,I like what,0.0,content_diversity,he says,"he is saying, sounds amazing",his plan is,"he is thinking, i believe it is a feasible plan","he thinks, seems like a good plan",-0.056,0.924,-0.264,2.052,0.410,4.371,0.874,-0.467,19.960,0.665
test.enc.prompt.txt::00877,In the Field,0.0,content_diversity,you can get my package,you should deliver my package,you can get my parcel,you could pick up my parcel,you can get the package for me,-0.170,0.790,-0.666,1.348,0.270,4.102,0.820,-0.797,11.516,0.411
test.enc.prompt.txt::00880,"Jesus, it's too",1.0,content_diversity,"big, it's not going to fit.",much to do in a short time,hard to make them all straight,cold to do anything outside,long of a show to sit through,-0.043,0.954,-0.117,2.033,0.407,4.986,0.997,-0.343,23.418,0.669
test.enc.prompt.txt::00880,"Jesus, it's too",0.0,content_diversity,long of a movie,much to listen to,long to sit for a period,long of a time to sit and listen,"much, make it shorter next time.",-0.066,0.884,-0.127,2.561,0.512,4.994,0.999,-0.416,21.788,0.726
test.enc.prompt.txt::00881,That's not what,1.0,content_diversity,I expected from you,I applied for,what I want to do with his shirt,happens after you apply,you need to do,-0.040,0.937,-0.178,1.907,0.381,4.994,0.999,-0.360,14.895,0.648
test.enc.prompt.txt::00882,"When dad died,",0.0,content_diversity,my mom was sad,my mom was devastated,my mother was extremely sad,my mom was upset,my mom was in tears,-0.254,0.770,-0.787,1.295,0.259,4.753,0.951,-0.804,9.239,0.420
test.enc.prompt.txt::00884,"-- Stephen, wait",1.0,content_diversity,I forgot to tell you something,I thought you didn't like that,your not supposed to do it like that,you will loose all your tools,I can't find the papers you needed.,-0.044,0.938,-0.194,2.462,0.492,4.916,0.983,-0.261,20.739,0.546
test.enc.prompt.txt::00884,"-- Stephen, wait",0.0,content_diversity,your doing it wrong,you didn't do it right,that's not how you do it,it's not correct,your doing it incorretly.,-0.076,0.875,-0.301,1.939,0.388,4.934,0.987,-0.671,19.210,0.662
test.enc.prompt.txt::00885,Don't tell them,0.0,content_diversity,no problem my lips are sealed,cool i get to keep a secret,ok no telling from me,why can't i tell again?,i will definetly not tell anyone,-0.017,0.972,-0.102,3.328,0.666,4.933,0.987,-0.379,21.490,0.672
test.enc.prompt.txt::00887,"No, he's more",0.0,content_diversity,of a meanie,meaner,very rude,not nice and rude,kinda ruder than the others,-0.007,0.987,-0.243,2.398,0.480,4.910,0.982,-0.625,11.745,0.783
test.enc.prompt.txt::00889,Will you please,1.0,content_diversity,pass the sugar,stop harrassing me,move across the room,hand me the money,stay on the line,-0.038,0.756,-0.057,1.811,0.362,4.527,0.905,-0.173,14.125,0.784
test.enc.prompt.txt::00889,Will you please,0.0,content_diversity,quit bothering me,end your constant attempts to upset me,desist in attacking my emotions,leave me alone,kill all the annoying things your are doing,-0.018,0.977,-0.195,2.169,0.434,4.822,0.964,-0.504,13.961,0.537
test.enc.prompt.txt::01570,Get out. Both,1.0,content_diversity,"of you, right now!",these people are clearly shaken.,things you claim cannot possibly be true!,times I issued clear instructions to be followed.,the fire Marshall and the officer will be here shortly.,-0.007,0.982,-0.141,2.562,0.512,4.992,0.998,-0.251,22.145,0.553
test.enc.prompt.txt::01570,Get out. Both,0.0,content_diversity,scenarios are not likely.,events you describe wouldn't happen at once.,of those occurrences have almost zero chance of taking place together.,this and that happening simultaneously are impossible!,lightning striking and the world ending are more conceivable excuses than yours.,-0.011,0.980,-0.168,2.967,0.593,4.615,0.923,-0.521,33.048,0.688
test.enc.prompt.txt::01571,I can't believe,1.0,content_diversity,the luck he has,what a clown he is,how rude he is,how stupid some people are,your words,-0.029,0.947,-0.258,2.928,0.586,4.858,0.972,-0.333,12.564,0.628
test.enc.prompt.txt::01572,"I don't understand,",1.0,content_diversity,how anyone can be so mean,you at all,we used to be so happy,how you could do this,what that means,-0.019,0.954,-0.039,2.421,0.484,4.508,0.902,-0.227,13.416,0.583
test.enc.prompt.txt::01572,"I don't understand,",0.0,content_diversity,im not sure what it entails,can you tell me what it means please,what does that mean,what is the meaning,elaborate for me,-0.033,0.950,-0.199,2.318,0.464,4.446,0.889,-0.518,15.945,0.638
test.enc.prompt.txt::01573,I can't put,1.0,content_diversity,the package on the ground,you on hold,the bedsheets on,her first,down the papers,-0.040,0.938,-0.137,2.247,0.449,4.779,0.956,-0.241,11.218,0.701
test.enc.prompt.txt::01574,"Oh, I'm sorry.",1.0,content_diversity,I shouldn't have said that,I didn't know that,"however, you can still help",i thought that was your grandma,i will never do it again,-0.020,0.969,-0.097,2.546,0.509,4.991,0.998,-0.227,20.594,0.664
test.enc.prompt.txt::01574,"Oh, I'm sorry.",0.0,content_diversity,I could apologise,I should have rephrased it,i should have wrapped it up different,It would be better if I kept my mouth shut,I had to be quiet,-0.041,0.945,-0.211,1.801,0.360,4.849,0.970,-0.345,19.557,0.652
test.enc.prompt.txt::01575,What's happened to,1.0,content_diversity,the other girl,work today,the weather,everyone else,you lately,-0.008,0.582,-0.274,2.212,0.442,4.991,0.998,-0.206,9.764,0.888
test.enc.prompt.txt::01578,I just thought,0.0,content_diversity,it would be my secret forever.,I could take it to my grave,it was long buried and gone.,the vault would keep it safe.,it was between me and my gods.,-0.054,0.936,-0.255,2.069,0.414,4.876,0.975,-0.278,16.630,0.462
test.enc.prompt.txt::01579,Kayleigh? Do you,1.0,content_diversity,want to come with me,want to just leave,have to tell me something,think this looks good,need anything,-0.027,0.947,-0.163,1.930,0.386,4.862,0.972,-0.317,14.267,0.713
test.enc.prompt.txt::01579,Kayleigh? Do you,0.0,content_diversity,hey so need something?,do you guys need stuff?,need somethin,hey i can get you stuff,need any thing else?,-0.042,0.952,-0.119,3.135,0.627,4.963,0.993,-0.522,15.728,0.655
test.enc.prompt.txt::01580,I don't get,0.0,content_diversity,illnesses that everyone else gets,in an unhealthy way when something is going around,infections like the general public does,to feeling bad even when a great many around me are,under the weather regardless of how the majority is,-0.011,0.975,-0.086,2.544,0.509,4.038,0.808,-0.372,28.859,0.722
test.enc.prompt.txt::01581,Let's just say,1.0,content_diversity,that we agree to disagree and move on.,"that is an alien, what do we do then?","the president is in on it, who else might be as well?",we buy tickets for the Titanic and start afresh.,"for arguments sake John is telling the truth, what does that prove?",-0.031,0.948,-0.112,3.389,0.678,4.996,0.999,-0.097,41.262,0.711
test.enc.prompt.txt::01582,That's dangerous! You,0.0,content_diversity,you gotta be more safe,got to stay safe,be more careful,try to be safe,careful next time,-0.053,0.912,-0.254,2.351,0.470,4.982,0.996,-0.669,15.323,0.806
test.enc.prompt.txt::01583,You can't play,0.0,content_diversity,doe eyed and innocent and get away with it forever!,naive with us and think we will fall for it every time.,the clueless virgin for much longer,people because they will see through the boy scout act eventually,pious and expect to get over on others.,-0.021,0.962,-0.014,2.855,0.571,4.891,0.978,-0.320,33.092,0.662
test.enc.prompt.txt::01584,"Thanks. Wow. Hey,",1.0,content_diversity,"not sure what I did to deserve a kiss, but I'll take it!","easy there tiger, no need to get so pissed.",I was still eating that.,who knew that aliens were among us this whole time?,watch your language in front of the kids.,-0.007,0.987,-0.071,2.656,0.531,4.785,0.957,-0.087,30.545,0.566
test.enc.prompt.txt::01584,"Thanks. Wow. Hey,",0.0,content_diversity,I wasn't done picking at that plate.,there's a ton of nachos and guac there.,can I continue to graze while we finish our drinks?,I didn't say I was done!,"watch it, I want my leftovers!",-0.024,0.978,-0.073,2.725,0.545,4.971,0.994,-0.227,33.526,0.684
test.enc.prompt.txt::01585,Just don't drop,1.0,content_diversity,the food,the ball,anything alright?,the truth yet,your pants infront of everyone,-0.026,0.971,-0.058,1.753,0.351,4.608,0.922,-0.153,10.040,0.669
test.enc.prompt.txt::01585,Just don't drop,0.0,content_diversity,be careful with our food,so the  korean food is really good,i love it when the chinese food is spicy,our day is not complete without food,food is the shit,-0.076,0.923,-0.124,3.122,0.624,4.840,0.968,-0.384,20.960,0.655
test.enc.prompt.txt::01586,Most guys tuck,1.0,content_diversity,"their shirt in these days, its the fashion.",into their food too quickly.,their gear under the bed but you can use that cupboard as well.,like this just before they jump.,the envelope in rather than lick it and seal it.,-0.015,0.971,-0.134,2.384,0.477,4.997,0.999,-0.161,27.768,0.579
test.enc.prompt.txt::01587,"Freeze! No ""worm-boy"".",0.0,content_diversity,you will be held accountable.,you won't get away this time.,I'll have none of your excuses.,the cards are stacked against you.,no one is going to save you now.,-0.020,0.981,-0.250,2.162,0.432,4.887,0.977,-0.321,25.829,0.646
test.enc.prompt.txt::01588,Can... can... Can,1.0,content_diversity,he still see?,you shut up?,you make dinner?,you go away?,you tell me more?,-0.037,0.762,-0.351,1.562,0.312,4.306,0.861,-0.237,9.652,0.460
test.enc.prompt.txt::01588,Can... can... Can,0.0,content_diversity,you explain further?,you expand on that?,you expound?,show me more?,explain more of what you're talking about?,-0.025,0.968,-0.215,2.026,0.405,4.344,0.869,-0.680,12.390,0.477
test.enc.prompt.txt::01589,I couldn't cut,1.0,content_diversity,the well done steak.,the actor from the play.,the freshman from the basketball team.,it on my own.,in line at the grocery store.,-0.048,0.942,-0.294,2.267,0.453,4.913,0.983,-0.053,20.562,0.685
test.enc.prompt.txt::01589,I couldn't cut,0.0,content_diversity,it without assistance.,it by myself.,it solo.,it with no help.,all alone.,-0.042,0.757,-0.413,2.004,0.401,4.695,0.939,-0.641,12.659,0.666
test.enc.prompt.txt::01590,"Uh, we should",1.0,content_diversity,start over,try again perhaps,keep going,ask someone maybe,get it ourselves,0.000,0.600,-0.217,1.831,0.366,4.713,0.943,-0.315,11.149,0.858
test.enc.prompt.txt::01592,What the hell,1.0,content_diversity,happened to the earlier ending we worked on?,is going on in that city?,am I supposed to do now!,do I care if I never see him again?,"was that all about, I would like to know!",-0.025,0.963,-0.061,2.892,0.578,4.387,0.877,-0.395,32.316,0.734
test.enc.prompt.txt::01592,What the hell,0.0,content_diversity,choice can I make at this stage!,can I reasonably be expected to accomplish with this?,direction do I move in now?,would Jesus do?,should someone in my position do?,-0.022,0.960,-0.193,2.600,0.520,4.981,0.996,-0.465,20.276,0.563
test.enc.prompt.txt::01595,"Just get out,",0.0,content_diversity,"get some fresh air, ok?","enjoy the smell of nature, and enjoy the weather.","take in some of that beautiful air, and relax.",some clean air will do ya a lot of good.,go off on a hike and fill your lungs with that mountain air.,-0.027,0.943,-0.293,2.616,0.523,4.943,0.989,-0.466,40.354,0.747
test.enc.prompt.txt::01596,What did I,1.0,content_diversity,do to deserve you,bring to the cookout,say,tell you about him,think i was doing,-0.010,0.776,-0.100,2.281,0.456,4.722,0.944,-0.297,11.728,0.690
test.enc.prompt.txt::01597,Maybe it went,1.0,content_diversity,the way of the dodo bird!,away after seeing the chaos we call life on earth!,downhill the minute he opened his mouth,to get some air,downstream with the current,-0.026,0.974,-0.042,2.318,0.464,4.996,0.999,-0.161,21.145,0.641
test.enc.prompt.txt::01597,Maybe it went,0.0,content_diversity,extinct after being in existence for so long.,to the archives to remain a thing of the past,obsolete while we weren't paying attention,on to become useless to us,away from the marketplace.,-0.013,0.971,-0.114,2.955,0.591,4.965,0.993,-0.493,20.544,0.541
test.enc.prompt.txt::01598,"No, I mean,",1.0,content_diversity,"if you must have your revenge, then that's the way.",I have no idea where it came from,I'm exhausted but I still want to do it!,"as long as you keep it between us, I'm game.",I want to wait and see what happens next.,-0.022,0.956,-0.193,3.212,0.642,4.653,0.931,-0.268,36.498,0.629
test.enc.prompt.txt::01598,"No, I mean,",0.0,content_diversity,"it will work, but do it only if you will not forgo your pound of flesh!",take that action if you'd rather die than live with the injustice.,that's an extreme plan to be executed if vindication is impossible otherwise.,I would do that if I had no other way to get back at them.,seems like a rough measure best reserved as a last resort.,-0.012,0.970,-0.132,2.880,0.576,4.872,0.974,-0.447,50.592,0.666
test.enc.prompt.txt::01599,Does he know,1.0,content_diversity,that you are cheating on him,who is behind this,count to 10 on spanish,how to fix a car,how to follow rules,-0.027,0.956,-0.149,2.892,0.578,4.397,0.879,-0.114,12.298,0.512
test.enc.prompt.txt::01600,Nobody ever loved,1.0,content_diversity,me this much,ice cream like you,cookies this much,donkeys,this more than me,-0.041,0.727,-0.071,2.698,0.540,4.298,0.860,-0.209,12.525,0.835
test.enc.prompt.txt::01603,But Sacha always,1.0,content_diversity,is on time,lies to everyone,trusts everyone,calls me after work,tells everyone's business,-0.008,0.787,-0.206,2.406,0.481,4.995,0.999,-0.272,11.427,0.672
test.enc.prompt.txt::01604,I'd better be,0.0,content_diversity,studying hard,learning and trying hard,trying my best to learn,studying for the exam,studying as much as possible,-0.028,0.950,-0.119,2.277,0.455,4.983,0.997,-0.567,15.531,0.777
test.enc.prompt.txt::01606,I see the,0.0,content_diversity,nebula lights in the sky,planets shining brightly above me,lights from other far off worlds flashing overhead,glows of far off galaxies blinking in the distant heavens,asteroidal lights flickering as they glide upon the darkness,-0.030,0.950,-0.152,2.419,0.484,4.863,0.973,-0.573,22.452,0.607
